seqnames	start	end	width	strand	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENTREZID	SYMBOL	GENENAME
chr5	151223472	151223673	202	*	Promoter (<=1kb)	5	151181052	151224092	43041	2	ENSG00000198624.13	ENST00000355417.7	419	26112	CCDC69	coiled-coil domain containing 69
chr9	128026513	128026714	202	*	Distal Intergenic	9	128039135	128057362	18228	2	ENSG00000230848.1	ENST00000414976.1	30648	NA	NA	NA
chr16	23195592	23195793	202	*	Intron (ENST00000300061.3/ENSG00000166828.3, intron 5 of 12)	16	23167577	23186395	18819	2	ENSG00000285613.1	ENST00000648673.1	-9197	NA	NA	NA
chr1	24190116	24190317	202	*	Promoter (2-3kb)	1	24159000	24187959	28960	2	ENSG00000185436.12	ENST00000374419.1	-2157	163702	IFNLR1	interferon lambda receptor 1
chr1	12161452	12161653	202	*	Distal Intergenic	1	12166943	12167038	96	1	ENSG00000283789.1	ENST00000622420.1	-5290	102465836	MIR7846	microRNA 7846
chr14	95515966	95516167	202	*	Promoter (<=1kb)	14	95516136	95517911	1776	1	ENSG00000258572.1	ENST00000554161.1	0	NA	NA	NA
chr1	25730822	25731023	202	*	Intron (ENST00000374332.9/ENSG00000117643.15, intron 2 of 11)	1	25709602	25784450	74849	1	ENSG00000117643.15	ENST00000374329.1	21220	57134	MAN1C1	mannosidase alpha class 1C member 1
chr1	42959037	42959238	202	*	Promoter (<=1kb)	1	42959049	42983358	24310	1	ENSG00000227533.6	ENST00000431759.5	0	440584	SLC2A1-AS1	SLC2A1 antisense RNA 1
chrX	12771507	12771708	202	*	Distal Intergenic	23	12791355	12810119	18765	1	ENSG00000101911.13	ENST00000380663.7	-19647	5634	PRPS2	phosphoribosyl pyrophosphate synthetase 2
chr5	132496453	132496654	202	*	Promoter (<=1kb)	5	132489392	132496467	7076	2	ENSG00000125347.15	ENST00000681584.1	0	3659	IRF1	interferon regulatory factor 1
chr22	39149151	39149352	202	*	Promoter (<=1kb)	22	39120167	39149832	29666	2	ENSG00000100307.13	ENST00000475962.5	480	23492	CBX7	chromobox 7
chr10	85947006	85947207	202	*	Intron (ENST00000327946.12/ENSG00000182771.19, intron 4 of 15)	10	86052448	86052566	119	1	ENSG00000200487.1	ENST00000363617.1	-105241	100873588	RNA5SP322	RNA, 5S ribosomal pseudogene 322
chr3	127074898	127075099	202	*	Distal Intergenic	3	127031855	127033986	2132	1	ENSG00000114554.12	ENST00000505278.1	43043	5361	PLXNA1	plexin A1
chr7	2403023	2403224	202	*	Promoter (<=1kb)	7	2403588	2448483	44896	1	ENSG00000136213.10	ENST00000258711.7	-364	55501	CHST12	carbohydrate sulfotransferase 12
chr19	8194837	8195038	202	*	Distal Intergenic	19	8206736	8254602	47867	1	ENSG00000090661.12	ENST00000561008.5	-11698	79603	CERS4	ceramide synthase 4
chr20	48912168	48912369	202	*	Distal Intergenic	20	48921711	49036693	114983	1	ENSG00000124198.10	ENST00000371917.5	-9342	10564	ARFGEF2	ADP ribosylation factor guanine nucleotide exchange factor 2
chr15	77993998	77994199	202	*	Promoter (<=1kb)	15	77993405	77995289	1885	1	ENSG00000259792.1	ENST00000562716.1	593	NA	NA	NA
chr3	127075019	127075220	202	*	Distal Intergenic	3	127031855	127033986	2132	1	ENSG00000114554.12	ENST00000505278.1	43164	5361	PLXNA1	plexin A1
chr3	128867507	128867708	202	*	Promoter (1-2kb)	3	128861546	128865604	4059	2	ENSG00000231305.4	ENST00000480931.1	-1903	NA	NA	NA
chr17	18147104	18147305	202	*	Promoter (1-2kb)	17	18146014	18149975	3962	1	ENSG00000091536.19	ENST00000578999.1	1090	51168	MYO15A	myosin XVA
chr12	112978869	112979070	202	*	Promoter (<=1kb)	12	112978594	112988800	10207	1	ENSG00000111335.14	ENST00000680666.1	275	4939	OAS2	2'-5'-oligoadenylate synthetase 2
chr1	21295003	21295204	202	*	Promoter (<=1kb)	1	21272832	21294424	21593	2	ENSG00000117298.16	ENST00000527991.2	-579	1889	ECE1	endothelin converting enzyme 1
chr8	133499111	133499312	202	*	Promoter (<=1kb)	8	133475884	133499361	23478	2	ENSG00000008513.16	ENST00000523855.1	49	6482	ST3GAL1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1
chr11	44609118	44609319	202	*	Promoter (1-2kb)	11	44606170	44608101	1932	2	ENSG00000255092.1	ENST00000532524.1	-1017	NA	NA	NA
chr2	95121451	95121652	202	*	Promoter (<=1kb)	2	95087208	95121799	34592	2	ENSG00000144029.12	ENST00000345084.9	147	64969	MRPS5	mitochondrial ribosomal protein S5
chr17	75295950	75296151	202	*	Distal Intergenic	17	75278238	75289510	11273	2	ENSG00000125454.12	ENST00000580273.1	-6440	60386	SLC25A19	solute carrier family 25 member 19
chr15	69667544	69667745	202	*	Promoter (<=1kb)	15	69667617	69695750	28134	1	ENSG00000245750.10	ENST00000662698.2	0	145837	DRAIC	downregulated RNA in cancer, inhibitor of cell invasion and migration
chr17	81295666	81295867	202	*	Promoter (<=1kb)	17	81282189	81295547	13359	2	ENSG00000157637.13	ENST00000539748.1	-119	124565	SLC38A10	solute carrier family 38 member 10
chr6	36782871	36783072	202	*	Intron (ENST00000244751.7/ENSG00000124772.12, intron 8 of 20)	6	36768485	36774651	6167	1	ENSG00000285888.1	ENST00000650432.1	14386	NA	NA	NA
chr12	21509680	21509881	202	*	Intron (ENST00000535593.5/ENSG00000111711.10, intron 1 of 2)	12	21501853	21515746	13894	1	ENSG00000111711.10	ENST00000542194.1	7827	51026	GOLT1B	golgi transport 1B
chr11	60763278	60763479	202	*	Intron (ENST00000405633.4/ENSG00000166961.15, intron 1 of 6)	11	60757004	60776732	19729	1	ENSG00000166961.15	ENST00000429322.6	6274	219995	MS4A15	membrane spanning 4-domains A15
chr22	31754179	31754380	202	*	Promoter (<=1kb)	22	31754133	31907009	152877	1	ENSG00000100150.20	ENST00000400249.7	46	9681	DEPDC5	DEP domain containing 5, GATOR1 subcomplex subunit
chr10	69758349	69758550	202	*	Distal Intergenic	10	69778962	69779838	877	1	ENSG00000230469.1	ENST00000438138.1	-20412	100271206	RPL5P26	ribosomal protein L5 pseudogene 26
chr12	42469377	42469578	202	*	Promoter (<=1kb)	12	42458397	42469660	11264	2	ENSG00000139174.12	ENST00000640840.1	82	144165	PRICKLE1	prickle planar cell polarity protein 1
chr3	72099512	72099713	202	*	Promoter (<=1kb)	3	71943592	72100112	156521	2	ENSG00000241163.8	ENST00000666244.1	399	285286	LINC00877	long intergenic non-protein coding RNA 877
chr8	55844173	55844374	202	*	Distal Intergenic	8	55879835	56014168	134334	1	ENSG00000254087.8	ENST00000520220.6	-35461	4067	LYN	LYN proto-oncogene, Src family tyrosine kinase
chr22	19118463	19118664	202	*	Promoter (2-3kb)	22	19121529	19124503	2975	1	ENSG00000223461.1	ENST00000456035.1	-2865	NA	NA	NA
chr6	132490872	132491073	202	*	Intron (ENST00000367941.7/ENSG00000079950.14, intron 2 of 9)	6	132475280	132513065	37786	2	ENSG00000079950.14	ENST00000475879.1	21992	8417	STX7	syntaxin 7
chr15	84981081	84981282	202	*	Promoter (<=1kb)	15	84980513	85139142	158630	1	ENSG00000073417.15	ENST00000557957.5	568	5151	PDE8A	phosphodiesterase 8A
chr1	27869794	27869995	202	*	Promoter (2-3kb)	1	27872543	27886685	14143	1	ENSG00000130775.16	ENST00000328928.11	-2548	9473	THEMIS2	thymocyte selection associated family member 2
chr11	44600771	44600972	202	*	Intron (ENST00000526958.5/ENSG00000085117.12, intron 4 of 6)	11	44604428	44619275	14848	1	ENSG00000085117.12	ENST00000530931.1	-3456	3732	CD82	CD82 molecule
chr19	1028003	1028204	202	*	Promoter (1-2kb)	19	1026691	1036688	9998	1	ENSG00000064666.15	ENST00000607102.1	1312	1265	CNN2	calponin 2
chr19	35909056	35909257	202	*	Promoter (<=1kb)	19	35907294	35908295	1002	2	ENSG00000011600.12	ENST00000585626.1	-761	7305	TYROBP	transmembrane immune signaling adaptor TYROBP
chr10	77412465	77412666	202	*	Intron (ENST00000639601.1/ENSG00000156113.24, intron 1 of 27)	10	76884878	77404025	519148	2	ENSG00000156113.24	ENST00000406533.7	-8440	3778	KCNMA1	potassium calcium-activated channel subfamily M alpha 1
chr8	102528518	102528719	202	*	Promoter (<=1kb)	8	102528740	102538668	9929	1	ENSG00000253633.2	ENST00000519630.1	-21	107986898	LOC107986898	uncharacterized LOC107986898
chr18	58038100	58038301	202	*	Distal Intergenic	18	58044226	58401539	357314	1	ENSG00000049759.20	ENST00000400345.8	-5925	23327	NEDD4L	NEDD4 like E3 ubiquitin protein ligase
chr17	38667407	38667608	202	*	Distal Intergenic	17	38671703	38674957	3255	2	ENSG00000273604.2	ENST00000621654.2	7349	100170841	EPOP	elongin BC and polycomb repressive complex 2 associated protein
chr2	68690047	68690248	202	*	Intron (ENST00000463483.5/ENSG00000163219.12, intron 1 of 7)	2	68679962	68782286	102325	1	ENSG00000163219.12	ENST00000491237.5	10085	9938	ARHGAP25	Rho GTPase activating protein 25
chr10	119309560	119309761	202	*	Intron (ENST00000392870.3/ENSG00000198873.12, intron 1 of 15)	10	119330233	119335957	5725	2	ENSG00000236426.5	ENST00000625697.2	26196	NA	NA	NA
chr10	110866287	110866488	202	*	Distal Intergenic	10	110869743	110871594	1852	1	ENSG00000232470.1	ENST00000416249.1	-3255	NA	NA	NA
chr16	24020529	24020730	202	*	Intron (ENST00000321728.12/ENSG00000166501.14, intron 3 of 16)	16	24031980	24092860	60881	1	ENSG00000166501.14	ENST00000486868.1	-11250	5579	PRKCB	protein kinase C beta
chr6	36757339	36757540	202	*	Promoter (<=1kb)	6	36740775	36757381	16607	2	ENSG00000124772.12	ENST00000459703.5	0	57699	CPNE5	copine 5
chr3	118810331	118810532	202	*	Promoter (<=1kb)	3	118507780	118810757	302978	2	ENSG00000243276.6	ENST00000657445.1	225	NA	NA	NA
chr5	530103	530304	202	*	Distal Intergenic	5	524705	526594	1890	1	ENSG00000250385.2	ENST00000515085.1	5398	NA	NA	NA
chr15	74780348	74780549	202	*	Promoter (1-2kb)	15	74782080	74803197	21118	1	ENSG00000103653.17	ENST00000220003.14	-1531	1445	CSK	C-terminal Src kinase
chr1	25018940	25019141	202	*	Distal Intergenic	1	25023503	25023586	84	1	ENSG00000264371.1	ENST00000580572.1	-4362	100616365	MIR4425	microRNA 4425
chr22	30305543	30305744	202	*	Promoter (<=1kb)	22	30294089	30305631	11543	2	ENSG00000099992.16	ENST00000393906.2	0	83874	TBC1D10A	TBC1 domain family member 10A
chr2	215968054	215968255	202	*	Intron (ENST00000263268.11/ENSG00000118242.16, intron 2 of 4)	2	215939308	215941719	2412	2	ENSG00000226276.1	ENST00000413311.1	-26335	NA	NA	NA
chr8	102924758	102924959	202	*	Promoter (<=1kb)	8	102925032	102977786	52755	1	ENSG00000253320.7	ENST00000517389.5	-73	NA	NA	NA
chr3	58349939	58350140	202	*	Intron (ENST00000302779.9/ENSG00000168297.16, intron 1 of 16)	3	58333306	58382678	49373	1	ENSG00000168297.16	ENST00000491164.1	16633	54899	PXK	PX domain containing serine/threonine kinase like
chr1	12020119	12020320	202	*	Promoter (<=1kb)	1	12019498	12032045	12548	1	ENSG00000116691.11	ENST00000235332.6	621	60672	MIIP	migration and invasion inhibitory protein
chr14	69667683	69667884	202	*	Intron (ENST00000342745.5/ENSG00000100647.8, intron 2 of 5)	14	69658510	69703798	45289	1	ENSG00000100647.8	ENST00000556993.1	9173	9766	SUSD6	sushi domain containing 6
chr22	39446789	39446990	202	*	Distal Intergenic	22	39457012	39492194	35183	1	ENSG00000128268.12	ENST00000341184.7	-10022	4248	MGAT3	beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase
chr14	96099008	96099209	202	*	Distal Intergenic	14	96039384	96086809	47426	1	ENSG00000227051.7	ENST00000553782.1	59624	56967	C14orf132	chromosome 14 open reading frame 132
chr15	74781193	74781394	202	*	Promoter (<=1kb)	15	74782080	74803197	21118	1	ENSG00000103653.17	ENST00000220003.14	-686	1445	CSK	C-terminal Src kinase
chr22	30426498	30426699	202	*	Promoter (<=1kb)	22	30425817	30428951	3135	1	ENSG00000242114.6	ENST00000407550.3	681	51537	MTFP1	mitochondrial fission process 1
chr12	2187248	2187449	202	*	Intron (ENST00000682544.1/ENSG00000151067.23, intron 3 of 49)	12	2217462	2217920	459	2	ENSG00000278255.1	ENST00000613391.1	30471	NA	NA	NA
chr8	133499051	133499252	202	*	Promoter (<=1kb)	8	133475884	133499361	23478	2	ENSG00000008513.16	ENST00000523855.1	109	6482	ST3GAL1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1
chr3	16514428	16514629	202	*	Promoter (<=1kb)	3	16409473	16514026	104554	2	ENSG00000131378.14	ENST00000431547.1	-402	23180	RFTN1	raftlin, lipid raft linker 1
chr22	41482305	41482506	202	*	Intron (ENST00000676748.1/ENSG00000100412.17, intron 1 of 17)	22	41485666	41529273	43608	1	ENSG00000100412.17	ENST00000676822.1	-3160	50	ACO2	aconitase 2
chr9	127779275	127779476	202	*	Promoter (<=1kb)	9	127741845	127778710	36866	2	ENSG00000095370.20	ENST00000468969.6	-565	10044	SH2D3C	SH2 domain containing 3C
chr1	205286444	205286645	202	*	Distal Intergenic	1	205272433	205285632	13200	1	ENSG00000133069.17	ENST00000648708.1	14011	9911	TMCC2	transmembrane and coiled-coil domain family 2
chr22	44955172	44955373	202	*	Intron (ENST00000396103.7/ENSG00000056487.16, intron 2 of 12)	22	44916455	44969083	52629	2	ENSG00000056487.16	ENST00000460507.5	13710	112885	PHF21B	PHD finger protein 21B
chr8	65954617	65954818	202	*	Distal Intergenic	8	66021553	66101245	79693	1	ENSG00000147570.10	ENST00000276570.10	-66735	85479	DNAJC5B	DnaJ heat shock protein family (Hsp40) member C5 beta
chr7	148987513	148987714	202	*	Promoter (<=1kb)	7	148987527	148989432	1906	1	ENSG00000281189.1	ENST00000627071.1	0	102723099	GHET1	gastric carcinoma proliferation enhancing transcript 1
chr16	30598198	30598399	202	*	Intron (ENST00000563540.1/ENSG00000260167.1, intron 1 of 1)	16	30587662	30587920	259	2	ENSG00000261588.1	ENST00000564755.1	-10278	NA	NA	NA
chr17	75783155	75783356	202	*	Promoter (1-2kb)	17	75784521	75784607	87	2	ENSG00000283853.1	ENST00000579134.1	1251	100616282	MIR4738	microRNA 4738
chr12	110678029	110678230	202	*	Intron (ENST00000548312.5/ENSG00000122986.14, intron 3 of 7)	12	110648686	110683267	34582	2	ENSG00000122986.14	ENST00000620084.4	5037	84329	HVCN1	hydrogen voltage gated channel 1
chr17	50270118	50270319	202	*	Promoter (1-2kb)	17	50271406	50281485	10080	1	ENSG00000167105.8	ENST00000300433.7	-1087	162461	TMEM92	transmembrane protein 92
chr8	130518261	130518462	202	*	Distal Intergenic	8	130052104	130443674	391571	2	ENSG00000153317.15	ENST00000518721.6	-74587	50807	ASAP1	ArfGAP with SH3 domain, ankyrin repeat and PH domain 1
chr1	19476908	19477109	202	*	Intron (ENST00000264202.8/ENSG00000077549.19, intron 1 of 8)	1	19484403	19626630	142228	1	ENSG00000173436.15	ENST00000648702.1	-7294	440574	MICOS10	mitochondrial contact site and cristae organizing system subunit 10
chr7	149355493	149355694	202	*	Distal Intergenic	7	149334024	149334857	834	1	ENSG00000215311.3	ENST00000423757.1	21469	NA	NA	NA
chr15	75626545	75626746	202	*	Promoter (<=1kb)	15	75609890	75626469	16580	2	ENSG00000169371.14	ENST00000564086.5	-76	10073	SNUPN	snurportin 1
chr3	13229743	13229944	202	*	Intron (ENST00000648114.1/ENSG00000144711.16, intron 1 of 15)	3	12900753	13283281	382529	2	ENSG00000144711.16	ENST00000648114.1	53337	9922	IQSEC1	IQ motif and Sec7 domain ArfGEF 1
chr11	68008333	68008534	202	*	Promoter (<=1kb)	11	68008578	68028696	20119	1	ENSG00000006534.16	ENST00000614849.4	-44	221	ALDH3B1	aldehyde dehydrogenase 3 family member B1
chr9	114397626	114397827	202	*	Promoter (<=1kb)	9	114396724	114398503	1780	2	ENSG00000235119.1	ENST00000448674.1	676	NA	NA	NA
chr22	37930773	37930974	202	*	Intron (ENST00000454685.6/ENSG00000100139.14, intron 9 of 15)	22	37926563	37942009	15447	1	ENSG00000100139.14	ENST00000402631.1	4210	85377	MICALL1	MICAL like 1
chr3	17195351	17195552	202	*	Intron (ENST00000649558.1/ENSG00000285731.1, intron 3 of 4)	3	17141015	17205165	64151	1	ENSG00000285731.1	ENST00000649558.1	54336	NA	NA	NA
chrX	7927858	7928059	202	*	Promoter (<=1kb)	23	7902049	7927739	25691	2	ENSG00000006757.12	ENST00000442940.1	-119	8228	PNPLA4	patatin like phospholipase domain containing 4
chr19	16141071	16141272	202	*	Promoter (1-2kb)	19	16123661	16139892	16232	2	ENSG00000269243.1	ENST00000597983.1	-1179	NA	NA	NA
chr3	8658950	8659151	202	*	Promoter (<=1kb)	3	8619611	8658966	39356	2	ENSG00000125046.15	ENST00000415132.5	0	51066	SSUH2	ssu-2 homolog
chr11	68040135	68040336	202	*	Promoter (1-2kb)	11	68039115	68043590	4476	1	ENSG00000110719.10	ENST00000533947.1	1020	10312	TCIRG1	T cell immune regulator 1, ATPase H+ transporting V0 subunit a3
chr16	28932048	28932249	202	*	Promoter (<=1kb)	16	28931971	28939342	7372	1	ENSG00000177455.15	ENST00000538922.8	77	930	CD19	CD19 molecule
chr9	114388179	114388380	202	*	Promoter (<=1kb)	9	114359087	114388081	28995	2	ENSG00000106948.17	ENST00000312033.3	-98	80709	AKNA	AT-hook transcription factor
chr1	206739405	206739606	202	*	Distal Intergenic	1	206731288	206732116	829	1	ENSG00000162889.11	ENST00000479009.1	8117	9261	MAPKAPK2	MAPK activated protein kinase 2
chr14	105568218	105568419	202	*	Distal Intergenic	14	105546610	105549694	3085	2	ENSG00000234402.1	ENST00000415014.1	-18524	NA	NA	NA
chr11	76673873	76674074	202	*	Promoter (1-2kb)	11	76675079	76703195	28117	1	ENSG00000254975.1	ENST00000533588.1	-1005	NA	NA	NA
chr19	46529820	46530021	202	*	Promoter (2-3kb)	19	46525663	46527072	1410	2	ENSG00000230510.7	ENST00000675805.1	-2748	100506012	PPP5D1	PPP5 tetratricopeptide repeat domain containing 1
chr20	37886995	37887196	202	*	Distal Intergenic	20	37903111	37944450	41340	1	ENSG00000132821.12	ENST00000373459.4	-15915	128434	VSTM2L	V-set and transmembrane domain containing 2 like
chr17	34249690	34249891	202	*	Distal Intergenic	17	34255218	34256209	992	1	ENSG00000108691.9	ENST00000624362.1	-5327	6347	CCL2	C-C motif chemokine ligand 2
chr19	10103018	10103219	202	*	Promoter (<=1kb)	19	10092338	10102678	10341	2	ENSG00000130812.11	ENST00000253109.5	-340	83854	ANGPTL6	angiopoietin like 6
chr12	11787527	11787728	202	*	Intron (ENST00000396373.9/ENSG00000139083.11, intron 2 of 7)	12	11752501	11840868	88368	1	ENSG00000139083.11	ENST00000545027.1	35026	2120	ETV6	ETS variant transcription factor 6
chr1	8496559	8496760	202	*	Intron (ENST00000337907.7/ENSG00000142599.19, intron 10 of 23)	1	8511795	8511919	125	2	ENSG00000221083.1	ENST00000408156.1	15159	NA	NA	NA
chr2	170928803	170929004	202	*	Promoter (<=1kb)	2	170929197	170951366	22170	1	ENSG00000115806.13	ENST00000444801.5	-193	26003	GORASP2	golgi reassembly stacking protein 2
chr21	29196298	29196499	202	*	Promoter (2-3kb)	21	29194147	29321355	127209	1	ENSG00000156273.16	ENST00000550131.5	2151	571	BACH1	BTB domain and CNC homolog 1
chr15	74384929	74385130	202	*	Intron (ENST00000619758.1/ENSG00000277718.1, intron 2 of 2)	15	74379083	74390535	11453	1	ENSG00000277718.1	ENST00000619758.1	5846	NA	NA	NA
chr8	53884491	53884692	202	*	Promoter (2-3kb)	8	53887008	53887244	237	2	ENSG00000244159.1	ENST00000498403.1	2552	NA	NA	NA
chr1	23910862	23911063	202	*	Promoter (2-3kb)	1	23870515	23913362	42848	2	ENSG00000188822.8	ENST00000374472.5	2299	1269	CNR2	cannabinoid receptor 2
chr4	76608638	76608839	202	*	Intron (ENST00000296043.7/ENSG00000138771.16, intron 2 of 10)	4	76586313	76587265	953	1	ENSG00000138771.16	ENST00000484236.1	22325	57619	SHROOM3	shroom family member 3
chr16	23323482	23323683	202	*	Exon (ENST00000307331.9/ENSG00000168447.11, exon 2 of 14)	16	23303973	23380801	76829	1	ENSG00000168447.11	ENST00000307331.9	19509	6338	SCNN1B	sodium channel epithelial 1 subunit beta
chr6	70843423	70843624	202	*	Intron (ENST00000316999.9/ENSG00000112305.15, intron 6 of 9)	6	70773389	70837912	64524	1	ENSG00000112305.15	ENST00000439432.1	70034	60682	SMAP1	small ArfGAP 1
chr4	25857516	25857717	202	*	Promoter (2-3kb)	4	25847343	25860631	13289	2	ENSG00000091490.11	ENST00000510880.1	2914	23231	SEL1L3	SEL1L family member 3
chr11	67613960	67614161	202	*	Promoter (<=1kb)	11	67612653	67613581	929	2	ENSG00000231793.5	ENST00000495263.2	-379	NA	NA	NA
chr1	40663880	40664081	202	*	Promoter (1-2kb)	1	40626214	40665445	39232	2	ENSG00000117016.10	ENST00000372683.1	1364	9783	RIMS3	regulating synaptic membrane exocytosis 3
chr6	15255890	15256091	202	*	Intron (ENST00000341776.7/ENSG00000008083.14, intron 1 of 17)	6	15248855	15522040	273186	1	ENSG00000008083.14	ENST00000397311.4	7035	3720	JARID2	jumonji and AT-rich interaction domain containing 2
chr15	67784127	67784328	202	*	Intron (ENST00000178640.10/ENSG00000137764.20, intron 21 of 21)	15	67819704	67833836	14133	1	ENSG00000188779.12	ENST00000341418.10	-35376	390598	SKOR1	SKI family transcriptional corepressor 1
chr15	85690621	85690822	202	*	Promoter (<=1kb)	15	85689869	85715901	26033	1	ENSG00000170776.22	ENST00000557852.2	752	11214	AKAP13	A-kinase anchoring protein 13
chr4	48197211	48197412	202	*	Intron (ENST00000381501.8/ENSG00000135605.13, intron 2 of 17)	4	48136804	48228659	91856	2	ENSG00000135605.13	ENST00000505452.5	31247	7006	TEC	tec protein tyrosine kinase
chr6	73886475	73886676	202	*	Distal Intergenic	6	73971346	73973115	1770	1	ENSG00000279790.1	ENST00000623164.1	-84670	NA	NA	NA
chr12	121129181	121129382	202	*	Distal Intergenic	12	121132819	121185081	52263	1	ENSG00000089041.17	ENST00000537312.5	-3437	5027	P2RX7	purinergic receptor P2X 7
chr4	78638359	78638560	202	*	Promoter (<=1kb)	4	78638780	78682694	43915	1	ENSG00000251442.6	ENST00000668669.1	-220	NA	NA	NA
chr10	88082873	88083074	202	*	Distal Intergenic	10	88048135	88049823	1689	2	ENSG00000227905.1	ENST00000439659.1	-33050	NA	NA	NA
chr3	143207744	143207945	202	*	Distal Intergenic	3	143176327	143177617	1291	1	ENSG00000244171.4	ENST00000493219.2	31417	NA	NA	NA
chr1	66925675	66925876	202	*	Promoter (<=1kb)	1	66924990	66988619	63630	1	ENSG00000198160.15	ENST00000401041.6	685	57708	MIER1	MIER1 transcriptional regulator
chr19	51395511	51395712	202	*	Promoter (1-2kb)	19	51394488	51403650	9163	1	ENSG00000268889.1	ENST00000600765.1	1023	NA	NA	NA
chr17	47649069	47649270	202	*	Promoter (<=1kb)	17	47603860	47649402	45543	2	ENSG00000263766.5	ENST00000582389.5	132	NA	NA	NA
chr20	33685485	33685686	202	*	Promoter (<=1kb)	20	33675477	33686385	10909	2	ENSG00000101412.13	ENST00000343380.6	699	1869	E2F1	E2F transcription factor 1
chr12	128829949	128830150	202	*	Distal Intergenic	12	128826836	128827579	744	1	ENSG00000274695.1	ENST00000611714.1	3113	NA	NA	NA
chr3	143209546	143209747	202	*	Distal Intergenic	3	143176327	143177617	1291	1	ENSG00000244171.4	ENST00000493219.2	33219	NA	NA	NA
chr7	30330793	30330994	202	*	Intron (ENST00000323037.5/ENSG00000180233.11, intron 2 of 4)	7	30362400	30412502	50103	1	ENSG00000281593.1	ENST00000442800.1	-31406	NA	NA	NA
chr13	41960558	41960759	202	*	Promoter (<=1kb)	13	41566835	41961109	394275	2	ENSG00000102763.18	ENST00000379310.8	350	23078	VWA8	von Willebrand factor A domain containing 8
chr7	41134351	41134552	202	*	Distal Intergenic	7	41101604	41133507	31904	1	ENSG00000224017.2	ENST00000440213.1	32747	101928773	LINC01449	long intergenic non-protein coding RNA 1449
chr11	67382587	67382788	202	*	Intron (ENST00000622583.4/ENSG00000172613.8, intron 2 of 3)	11	67376013	67392074	16062	1	ENSG00000172613.8	ENST00000621995.1	6574	5883	RAD9A	RAD9 checkpoint clamp component A
