seqnames	start	end	width	strand	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENTREZID	SYMBOL	GENENAME
chr1	27556562	27556763	202	*	Promoter (1-2kb)	1	27551668	27558361	6694	2	ENSG00000126705.15	ENST00000487743.3	1598	27245	AHDC1	AT-hook DNA binding motif containing 1
chr17	81295667	81295868	202	*	Promoter (<=1kb)	17	81282189	81295547	13359	2	ENSG00000157637.13	ENST00000539748.1	-120	124565	SLC38A10	solute carrier family 38 member 10
chr5	151223473	151223674	202	*	Promoter (<=1kb)	5	151181052	151224092	43041	2	ENSG00000198624.13	ENST00000355417.7	418	26112	CCDC69	coiled-coil domain containing 69
chr7	44968192	44968393	202	*	Intron (ENST00000258787.12/ENSG00000136286.16, intron 12 of 21)	7	44962666	44975106	12441	2	ENSG00000136286.16	ENST00000488554.5	6713	64005	MYO1G	myosin IG
chr8	102924754	102924955	202	*	Promoter (<=1kb)	8	102925032	102977786	52755	1	ENSG00000253320.7	ENST00000517389.5	-77	NA	NA	NA
chr6	36782864	36783065	202	*	Intron (ENST00000244751.7/ENSG00000124772.12, intron 8 of 20)	6	36768485	36774651	6167	1	ENSG00000285888.1	ENST00000650432.1	14379	NA	NA	NA
chr3	128867531	128867732	202	*	Promoter (1-2kb)	3	128869624	128870026	403	1	ENSG00000250796.1	ENST00000505910.1	-1892	NA	NA	NA
chr17	50270111	50270312	202	*	Promoter (1-2kb)	17	50271406	50281485	10080	1	ENSG00000167105.8	ENST00000300433.7	-1094	162461	TMEM92	transmembrane protein 92
chr3	127074870	127075071	202	*	Distal Intergenic	3	127031855	127033986	2132	1	ENSG00000114554.12	ENST00000505278.1	43015	5361	PLXNA1	plexin A1
chr3	8658948	8659149	202	*	Promoter (<=1kb)	3	8619611	8658966	39356	2	ENSG00000125046.15	ENST00000415132.5	0	51066	SSUH2	ssu-2 homolog
chr11	44609131	44609332	202	*	Promoter (1-2kb)	11	44606170	44608101	1932	2	ENSG00000255092.1	ENST00000532524.1	-1030	NA	NA	NA
chr6	36757337	36757538	202	*	Promoter (<=1kb)	6	36740775	36757381	16607	2	ENSG00000124772.12	ENST00000459703.5	0	57699	CPNE5	copine 5
chr1	25730819	25731020	202	*	Intron (ENST00000374332.9/ENSG00000117643.15, intron 2 of 11)	1	25709602	25784450	74849	1	ENSG00000117643.15	ENST00000374329.1	21217	57134	MAN1C1	mannosidase alpha class 1C member 1
chr17	17692383	17692584	202	*	Intron (ENST00000353383.6/ENSG00000108557.19, intron 1 of 5)	17	17682495	17793143	110649	1	ENSG00000108557.19	ENST00000471135.2	9888	10743	RAI1	retinoic acid induced 1
chr9	121075738	121075939	202	*	Promoter (<=1kb)	9	121074955	121177610	102656	1	ENSG00000119397.18	ENST00000373855.7	783	11064	CNTRL	centriolin
chr16	81821867	81822068	202	*	Intron (ENST00000565054.5/ENSG00000197943.10, intron 3 of 5)	16	81842720	81869277	26558	1	ENSG00000197943.10	ENST00000569523.1	-20652	5336	PLCG2	phospholipase C gamma 2
chr19	45514850	45515051	202	*	Intron (ENST00000589627.1/ENSG00000125753.14, intron 2 of 2)	19	45507510	45522217	14708	1	ENSG00000125753.14	ENST00000586619.1	7340	7408	VASP	vasodilator stimulated phosphoprotein
chr22	37243559	37243760	202	*	Promoter (<=1kb)	22	37240805	37244248	3444	2	ENSG00000128340.15	ENST00000401529.3	488	5880	RAC2	Rac family small GTPase 2
chr19	19062960	19063161	202	*	Promoter (<=1kb)	19	19063994	19113030	49037	1	ENSG00000181035.14	ENST00000318596.8	-833	284439	SLC25A42	solute carrier family 25 member 42
chr1	66925678	66925879	202	*	Promoter (<=1kb)	1	66924990	66988619	63630	1	ENSG00000198160.15	ENST00000401041.6	688	57708	MIER1	MIER1 transcriptional regulator
chr19	46529801	46530002	202	*	Promoter (2-3kb)	19	46525663	46527072	1410	2	ENSG00000230510.7	ENST00000675805.1	-2729	100506012	PPP5D1	PPP5 tetratricopeptide repeat domain containing 1
chr12	11787522	11787723	202	*	Intron (ENST00000396373.9/ENSG00000139083.11, intron 2 of 7)	12	11752501	11840868	88368	1	ENSG00000139083.11	ENST00000545027.1	35021	2120	ETV6	ETS variant transcription factor 6
chr9	38393223	38393424	202	*	Promoter (<=1kb)	9	38392712	38396138	3427	1	ENSG00000137124.8	ENST00000635162.1	511	219	ALDH1B1	aldehyde dehydrogenase 1 family member B1
chr16	21509456	21509657	202	*	Promoter (1-2kb)	16	21511635	21515131	3497	1	ENSG00000287809.1	ENST00000654954.1	-1978	NA	NA	NA
chr20	48912163	48912364	202	*	Distal Intergenic	20	48921711	49036693	114983	1	ENSG00000124198.10	ENST00000371917.5	-9347	10564	ARFGEF2	ADP ribosylation factor guanine nucleotide exchange factor 2
chr22	35383445	35383646	202	*	Promoter (<=1kb)	22	35383164	35394212	11049	1	ENSG00000100292.18	ENST00000678411.1	281	3162	HMOX1	heme oxygenase 1
chr1	40663869	40664070	202	*	Promoter (1-2kb)	1	40626214	40665445	39232	2	ENSG00000117016.10	ENST00000372683.1	1375	9783	RIMS3	regulating synaptic membrane exocytosis 3
chr1	21295014	21295215	202	*	Promoter (<=1kb)	1	21272832	21294424	21593	2	ENSG00000117298.16	ENST00000527991.2	-590	1889	ECE1	endothelin converting enzyme 1
chr1	201828857	201829058	202	*	Promoter (<=1kb)	1	201820455	201829085	8631	2	ENSG00000231871.5	ENST00000421159.1	27	100873949	IPO9-AS1	IPO9 antisense RNA 1
chr19	1028015	1028216	202	*	Promoter (1-2kb)	19	1026691	1036688	9998	1	ENSG00000064666.15	ENST00000607102.1	1324	1265	CNN2	calponin 2
chr19	51395512	51395713	202	*	Promoter (1-2kb)	19	51394488	51403650	9163	1	ENSG00000268889.1	ENST00000600765.1	1024	NA	NA	NA
chr12	110678029	110678230	202	*	Intron (ENST00000548312.5/ENSG00000122986.14, intron 3 of 7)	12	110648686	110683267	34582	2	ENSG00000122986.14	ENST00000620084.4	5037	84329	HVCN1	hydrogen voltage gated channel 1
chr10	77464078	77464279	202	*	Intron (ENST00000639601.1/ENSG00000156113.24, intron 1 of 27)	10	77433572	77433782	211	2	ENSG00000228092.1	ENST00000426313.1	-30296	106480268	COX6CP15	cytochrome c oxidase subunit 6C pseudogene 15
chr19	10603681	10603882	202	*	Promoter (1-2kb)	19	10602510	10644550	42041	1	ENSG00000129353.15	ENST00000407327.8	1171	57153	SLC44A2	solute carrier family 44 member 2
chr22	41567234	41567435	202	*	Intron (ENST00000306149.12/ENSG00000172346.15, intron 1 of 3)	22	41572017	41577741	5725	1	ENSG00000172346.15	ENST00000460790.1	-4582	27254	CSDC2	cold shock domain containing C2
chr17	64736871	64737072	202	*	Distal Intergenic	17	64747264	64747492	229	2	ENSG00000270714.1	ENST00000604003.1	10420	NA	NA	NA
chr20	50814591	50814792	202	*	Intron (ENST00000358791.9/ENSG00000124243.19, intron 1 of 5)	20	50795100	50833020	37921	1	ENSG00000124243.19	ENST00000485049.1	19491	55653	BCAS4	breast carcinoma amplified sequence 4
chr1	27147959	27148160	202	*	Intron (ENST00000263980.8/ENSG00000090020.11, intron 1 of 11)	1	27105451	27154598	49148	2	ENSG00000090020.11	ENST00000374086.3	6438	6548	SLC9A1	solute carrier family 9 member A1
chr1	25018941	25019142	202	*	Distal Intergenic	1	25023503	25023586	84	1	ENSG00000264371.1	ENST00000580572.1	-4361	100616365	MIR4425	microRNA 4425
chr10	85946997	85947198	202	*	Intron (ENST00000327946.12/ENSG00000182771.19, intron 4 of 15)	10	86052448	86052566	119	1	ENSG00000200487.1	ENST00000363617.1	-105250	100873588	RNA5SP322	RNA, 5S ribosomal pseudogene 322
chr2	95121444	95121645	202	*	Promoter (<=1kb)	2	95087208	95121799	34592	2	ENSG00000144029.12	ENST00000345084.9	154	64969	MRPS5	mitochondrial ribosomal protein S5
chr15	77993994	77994195	202	*	Promoter (<=1kb)	15	77993405	77995289	1885	1	ENSG00000259792.1	ENST00000562716.1	589	NA	NA	NA
chr16	24020515	24020716	202	*	Intron (ENST00000321728.12/ENSG00000166501.14, intron 3 of 16)	16	24031980	24092860	60881	1	ENSG00000166501.14	ENST00000486868.1	-11264	5579	PRKCB	protein kinase C beta
chr1	203328193	203328394	202	*	Distal Intergenic	1	203318996	203319099	104	2	ENSG00000202300.1	ENST00000365430.1	-9094	106480393	RNU6-487P	RNA, U6 small nuclear 487, pseudogene
chr17	68057722	68057923	202	*	Distal Intergenic	17	68045468	68046629	1162	1	ENSG00000182481.10	ENST00000582898.1	12254	3838	KPNA2	karyopherin subunit alpha 2
chr11	60763293	60763494	202	*	Intron (ENST00000405633.4/ENSG00000166961.15, intron 1 of 6)	11	60757004	60776732	19729	1	ENSG00000166961.15	ENST00000429322.6	6289	219995	MS4A15	membrane spanning 4-domains A15
chr19	16259539	16259740	202	*	Distal Intergenic	19	16234044	16234764	721	1	ENSG00000072958.9	ENST00000592703.1	25495	8907	AP1M1	adaptor related protein complex 1 subunit mu 1
chr5	132496464	132496665	202	*	Promoter (<=1kb)	5	132489392	132496467	7076	2	ENSG00000125347.15	ENST00000681584.1	0	3659	IRF1	interferon regulatory factor 1
chr6	70843398	70843599	202	*	Intron (ENST00000316999.9/ENSG00000112305.15, intron 6 of 9)	6	70773389	70837912	64524	1	ENSG00000112305.15	ENST00000439432.1	70009	60682	SMAP1	small ArfGAP 1
chr22	31754194	31754395	202	*	Promoter (<=1kb)	22	31754133	31907009	152877	1	ENSG00000100150.20	ENST00000400249.7	61	9681	DEPDC5	DEP domain containing 5, GATOR1 subcomplex subunit
chr8	80391440	80391641	202	*	Intron (ENST00000656157.1/ENSG00000253238.3, intron 2 of 3)	8	80405516	80405609	94	1	ENSG00000252884.1	ENST00000517075.1	-13875	106481563	RNU6-1213P	RNA, U6 small nuclear 1213, pseudogene
chr2	230218582	230218783	202	*	Promoter (1-2kb)	2	230212349	230219902	7554	2	ENSG00000135899.19	ENST00000409815.6	1119	3431	SP110	SP110 nuclear body protein
chrX	7927874	7928075	202	*	Promoter (<=1kb)	23	7902049	7927739	25691	2	ENSG00000006757.12	ENST00000442940.1	-135	8228	PNPLA4	patatin like phospholipase domain containing 4
chr11	34250802	34251003	202	*	Intron (ENST00000435224.3/ENSG00000166016.6, intron 1 of 16)	11	34173174	34242545	69372	2	ENSG00000166016.6	ENST00000530814.1	-8257	25841	ABTB2	ankyrin repeat and BTB domain containing 2
chr14	95515948	95516149	202	*	Promoter (<=1kb)	14	95516136	95517911	1776	1	ENSG00000258572.1	ENST00000554161.1	0	NA	NA	NA
chr11	67613966	67614167	202	*	Promoter (<=1kb)	11	67612653	67613581	929	2	ENSG00000231793.5	ENST00000495263.2	-385	NA	NA	NA
chr9	114397629	114397830	202	*	Promoter (<=1kb)	9	114396724	114398503	1780	2	ENSG00000235119.1	ENST00000448674.1	673	NA	NA	NA
chr16	19136824	19137025	202	*	Intron (ENST00000564808.6/ENSG00000261427.6, intron 4 of 5)	16	19119976	19121629	1654	2	ENSG00000261759.1	ENST00000567236.1	-15195	NA	NA	NA
chr7	76418925	76419126	202	*	Intron (ENST00000336517.8/ENSG00000188372.15, intron 1 of 8)	7	76424950	76442069	17120	1	ENSG00000188372.15	ENST00000394857.8	-5824	7784	ZP3	zona pellucida glycoprotein 3
chr22	19118462	19118663	202	*	Promoter (2-3kb)	22	19121529	19124503	2975	1	ENSG00000223461.1	ENST00000456035.1	-2866	NA	NA	NA
chr20	38633649	38633850	202	*	Intron (ENST00000373345.8/ENSG00000124143.10, intron 5 of 14)	20	38626996	38650508	23513	1	ENSG00000124143.10	ENST00000243967.8	6653	343578	ARHGAP40	Rho GTPase activating protein 40
chr22	36436117	36436318	202	*	Distal Intergenic	22	36440880	36440970	91	2	ENSG00000252225.1	ENST00000516416.1	4652	NA	NA	NA
chr19	4186091	4186292	202	*	Promoter (<=1kb)	19	4186270	4224814	38545	1	ENSG00000089847.12	ENST00000318934.8	0	170961	ANKRD24	ankyrin repeat domain 24
chr16	27367913	27368114	202	*	Distal Intergenic	16	27355348	27362296	6949	1	ENSG00000077238.14	ENST00000563886.1	12565	3566	IL4R	interleukin 4 receptor
chr1	25021857	25022058	202	*	Promoter (1-2kb)	1	25023503	25023586	84	1	ENSG00000264371.1	ENST00000580572.1	-1445	100616365	MIR4425	microRNA 4425
chr8	81094822	81095023	202	*	Intron (ENST00000220597.4/ENSG00000076641.4, intron 1 of 8)	8	80967810	81112068	144259	2	ENSG00000076641.4	ENST00000220597.4	17045	55824	PAG1	phosphoprotein membrane anchor with glycosphingolipid microdomains 1
chr13	41960537	41960738	202	*	Promoter (<=1kb)	13	41566835	41961109	394275	2	ENSG00000102763.18	ENST00000379310.8	371	23078	VWA8	von Willebrand factor A domain containing 8
chr16	19140342	19140543	202	*	Intron (ENST00000564808.6/ENSG00000261427.6, intron 4 of 5)	16	19119976	19121629	1654	2	ENSG00000261759.1	ENST00000567236.1	-18713	NA	NA	NA
chr6	87919179	87919380	202	*	Distal Intergenic	6	87891424	87891869	446	1	ENSG00000271114.1	ENST00000604960.1	27755	NA	NA	NA
chr19	39845333	39845534	202	*	Promoter (<=1kb)	19	39839074	39846329	7256	2	ENSG00000105202.9	ENST00000599134.1	795	2091	FBL	fibrillarin
chr10	88991979	88992180	202	*	Promoter (<=1kb)	10	88992370	88992539	170	1	ENSG00000275693.1	ENST00000620386.1	-190	NA	NA	NA
chr3	17195356	17195557	202	*	Intron (ENST00000649558.1/ENSG00000285731.1, intron 3 of 4)	3	17141015	17205165	64151	1	ENSG00000285731.1	ENST00000649558.1	54341	NA	NA	NA
chr10	119309550	119309751	202	*	Intron (ENST00000392870.3/ENSG00000198873.12, intron 1 of 15)	10	119330233	119335957	5725	2	ENSG00000236426.5	ENST00000625697.2	26206	NA	NA	NA
chr15	74781178	74781379	202	*	Promoter (<=1kb)	15	74782080	74803197	21118	1	ENSG00000103653.17	ENST00000220003.14	-701	1445	CSK	C-terminal Src kinase
chr3	143209529	143209730	202	*	Distal Intergenic	3	143176327	143177617	1291	1	ENSG00000244171.4	ENST00000493219.2	33202	NA	NA	NA
chrX	12771497	12771698	202	*	Distal Intergenic	23	12791355	12810119	18765	1	ENSG00000101911.13	ENST00000380663.7	-19657	5634	PRPS2	phosphoribosyl pyrophosphate synthetase 2
chr17	42554019	42554220	202	*	Promoter (<=1kb)	17	42552436	42554748	2313	2	ENSG00000266962.2	ENST00000590513.2	528	108783654	LOC108783654	uncharacterized LOC108783654
chr16	17306796	17306997	202	*	Intron (ENST00000261381.7/ENSG00000103489.12, intron 2 of 11)	16	17198031	17259028	60998	2	ENSG00000103489.12	ENST00000575674.1	-47768	64131	XYLT1	xylosyltransferase 1
chr22	30426485	30426686	202	*	Promoter (<=1kb)	22	30425817	30428951	3135	1	ENSG00000242114.6	ENST00000407550.3	668	51537	MTFP1	mitochondrial fission process 1
chr1	225660498	225660699	202	*	Distal Intergenic	1	225486835	225653142	166308	2	ENSG00000154380.17	ENST00000366844.7	-7356	55740	ENAH	ENAH actin regulator
chr15	90184427	90184628	202	*	Promoter (<=1kb)	15	90184918	90219843	34926	1	ENSG00000185033.14	ENST00000559300.5	-290	10509	SEMA4B	semaphorin 4B
chr16	17449476	17449677	202	*	Intron (ENST00000261381.7/ENSG00000103489.12, intron 1 of 11)	16	17445825	17446380	556	2	ENSG00000275927.1	ENST00000618290.1	-3096	NA	NA	NA
chr8	53884493	53884694	202	*	Promoter (2-3kb)	8	53887008	53887244	237	2	ENSG00000244159.1	ENST00000498403.1	2550	NA	NA	NA
chr15	85690631	85690832	202	*	Promoter (<=1kb)	15	85689869	85715901	26033	1	ENSG00000170776.22	ENST00000557852.2	762	11214	AKAP13	A-kinase anchoring protein 13
chr7	106063788	106063989	202	*	Distal Intergenic	7	106035798	106036431	634	1	ENSG00000280439.1	ENST00000623032.1	27990	NA	NA	NA
chr9	123344279	123344480	202	*	Distal Intergenic	9	123356170	123374099	17930	1	ENSG00000148204.12	ENST00000359999.7	-11690	286204	CRB2	crumbs cell polarity complex component 2
chr7	2903303	2903504	202	*	Downstream (2-3kb)	7	2917290	2923040	5751	2	ENSG00000198286.10	ENST00000480332.1	19536	84433	CARD11	caspase recruitment domain family member 11
chr16	19132282	19132483	202	*	Intron (ENST00000564808.6/ENSG00000261427.6, intron 4 of 5)	16	19119976	19121629	1654	2	ENSG00000261759.1	ENST00000567236.1	-10653	NA	NA	NA
chr22	30267502	30267703	202	*	Promoter (<=1kb)	22	30262829	30266851	4023	2	ENSG00000099985.4	ENST00000215781.3	-651	5008	OSM	oncostatin M
chr3	13229759	13229960	202	*	Intron (ENST00000648114.1/ENSG00000144711.16, intron 1 of 15)	3	12900753	13283281	382529	2	ENSG00000144711.16	ENST00000648114.1	53321	9922	IQSEC1	IQ motif and Sec7 domain ArfGEF 1
chr1	30743898	30744099	202	*	Promoter (2-3kb)	1	30733889	30746229	12341	2	ENSG00000162511.8	ENST00000464569.1	2130	7805	LAPTM5	lysosomal protein transmembrane 5
chr4	25857513	25857714	202	*	Promoter (2-3kb)	4	25847343	25860631	13289	2	ENSG00000091490.11	ENST00000510880.1	2917	23231	SEL1L3	SEL1L family member 3
chr9	93061506	93061707	202	*	Promoter (2-3kb)	9	93058779	93084667	25889	1	ENSG00000157303.11	ENST00000465709.5	2727	203328	SUSD3	sushi domain containing 3
chr3	128867432	128867633	202	*	Promoter (1-2kb)	3	128861546	128865604	4059	2	ENSG00000231305.4	ENST00000480931.1	-1828	NA	NA	NA
chr20	57596487	57596688	202	*	Distal Intergenic	20	57599695	57601200	1506	2	ENSG00000227297.1	ENST00000424850.1	4512	NA	NA	NA
chr1	23553665	23553866	202	*	Promoter (2-3kb)	1	23549139	23550915	1777	2	ENSG00000235052.1	ENST00000451217.1	-2750	NA	NA	NA
