seqnames	start	end	width	strand	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENTREZID	SYMBOL	GENENAME
chr20	57596475	57596676	202	*	Distal Intergenic	20	57599695	57601200	1506	2	ENSG00000227297.1	ENST00000424850.1	4524	NA	NA	NA
chr20	49916025	49916226	202	*	Promoter (<=1kb)	20	49903391	49915529	12139	2	ENSG00000158480.11	ENST00000289431.10	-496	9825	SPATA2	spermatogenesis associated 2
chr1	42959041	42959242	202	*	Promoter (<=1kb)	1	42959049	42983358	24310	1	ENSG00000227533.6	ENST00000431759.5	0	440584	SLC2A1-AS1	SLC2A1 antisense RNA 1
chr19	1177966	1178167	202	*	Promoter (<=1kb)	19	1177558	1219386	41829	1	ENSG00000118046.16	ENST00000585748.2	408	6794	STK11	serine/threonine kinase 11
chr8	125411829	125412030	202	*	Distal Intergenic	8	125430358	125438403	8046	1	ENSG00000173334.4	ENST00000311922.4	-18328	10221	TRIB1	tribbles pseudokinase 1
chr2	11744008	11744209	202	*	Promoter (1-2kb)	2	11740997	11745301	4305	2	ENSG00000230790.2	ENST00000431500.2	1092	NA	NA	NA
chr12	124513514	124513715	202	*	Promoter (<=1kb)	12	124513222	124516798	3577	1	ENSG00000214650.3	ENST00000667910.1	292	NA	NA	NA
chr12	113215185	113215386	202	*	Intron (ENST00000299732.6/ENSG00000166578.10, intron 1 of 2)	12	113200045	113221027	20983	2	ENSG00000166578.10	ENST00000546692.1	5641	115811	IQCD	IQ motif containing D
chr2	95121460	95121661	202	*	Promoter (<=1kb)	2	95087208	95121799	34592	2	ENSG00000144029.12	ENST00000345084.9	138	64969	MRPS5	mitochondrial ribosomal protein S5
chr17	38667386	38667587	202	*	Distal Intergenic	17	38671703	38674957	3255	2	ENSG00000273604.2	ENST00000621654.2	7370	100170841	EPOP	elongin BC and polycomb repressive complex 2 associated protein
chr22	31754195	31754396	202	*	Promoter (<=1kb)	22	31754133	31907009	152877	1	ENSG00000100150.20	ENST00000400249.7	62	9681	DEPDC5	DEP domain containing 5, GATOR1 subcomplex subunit
chr16	87493347	87493548	202	*	Promoter (<=1kb)	16	87493306	87516940	23635	1	ENSG00000288568.1	ENST00000657113.1	41	101928737	LOC101928737	uncharacterized LOC101928737
chr19	14980084	14980285	202	*	Promoter (<=1kb)	19	14961310	14980298	18989	2	ENSG00000105143.13	ENST00000544886.6	13	6511	SLC1A6	solute carrier family 1 member 6
chr1	12596597	12596798	202	*	Promoter (<=1kb)	1	12578718	12596308	17591	2	ENSG00000162496.9	ENST00000430996.2	-289	9249	DHRS3	dehydrogenase/reductase 3
chr16	56610662	56610863	202	*	Promoter (<=1kb)	16	56609501	56611375	1875	2	ENSG00000260823.1	ENST00000569778.1	512	NA	NA	NA
chr22	30212969	30213170	202	*	Distal Intergenic	22	30182818	30207195	24378	2	ENSG00000225676.2	ENST00000432360.2	-5774	105372988	LOC105372988	uncharacterized LOC105372988
chr1	158021380	158021581	202	*	Intron (ENST00000360089.8/ENSG00000183853.18, intron 1 of 12)	1	158025550	158031166	5617	1	ENSG00000226520.1	ENST00000419415.1	-3969	NA	NA	NA
chr15	98519889	98520090	202	*	Promoter (<=1kb)	15	98441071	98520386	79316	2	ENSG00000283597.3	ENST00000636796.1	296	283777	FAM169B	family with sequence similarity 169 member B
chr1	66925669	66925870	202	*	Promoter (<=1kb)	1	66924990	66988619	63630	1	ENSG00000198160.15	ENST00000401041.6	679	57708	MIER1	MIER1 transcriptional regulator
chr12	22326678	22326879	202	*	Intron (ENST00000396037.9/ENSG00000111728.11, intron 1 of 4)	12	22248826	22334163	85338	2	ENSG00000111728.11	ENST00000541868.1	7284	6489	ST8SIA1	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1
chr1	41435118	41435319	202	*	Distal Intergenic	1	41466937	41467028	92	2	ENSG00000252563.1	ENST00000516754.1	31709	100873284	RNA5SP45	RNA, 5S ribosomal pseudogene 45
chr22	25143741	25143942	202	*	Intron (ENST00000358431.8/ENSG00000197077.14, intron 6 of 12)	22	25102433	25112692	10260	2	ENSG00000203280.4	ENST00000366110.4	-31049	100128531	KIAA1671-AS1	KIAA1671 antisense RNA 1
chr19	48554767	48554968	202	*	Promoter (2-3kb)	19	48552172	48599423	47252	1	ENSG00000088002.12	ENST00000201586.7	2595	6820	SULT2B1	sulfotransferase family 2B member 1
chr15	23422940	23423141	202	*	Distal Intergenic	15	23430839	23435212	4374	1	ENSG00000261418.1	ENST00000569537.1	-7698	8918	HERC2P6	hect domain and RLD 2 pseudogene 6
chr19	3320993	3321194	202	*	Intron (ENST00000641145.1/ENSG00000141905.19, intron 1 of 10)	19	3314403	3469217	154815	1	ENSG00000141905.19	ENST00000641145.1	6590	4782	NFIC	nuclear factor I C
chr8	141416253	141416454	202	*	Promoter (<=1kb)	8	141416142	141432415	16274	1	ENSG00000184489.13	ENST00000680615.1	111	11156	PTP4A3	protein tyrosine phosphatase 4A3
chr17	17710743	17710944	202	*	Intron (ENST00000353383.6/ENSG00000108557.19, intron 1 of 5)	17	17682495	17793143	110649	1	ENSG00000108557.19	ENST00000471135.2	28248	10743	RAI1	retinoic acid induced 1
chr2	26723571	26723772	202	*	Intron (ENST00000620977.1/ENSG00000171303.7, intron 2 of 2)	2	26692722	26733420	40699	1	ENSG00000171303.7	ENST00000302909.4	30849	3777	KCNK3	potassium two pore domain channel subfamily K member 3
chr3	197516836	197517037	202	*	Promoter (<=1kb)	3	197514263	197515861	1599	2	ENSG00000161267.12	ENST00000483920.1	-975	622	BDH1	3-hydroxybutyrate dehydrogenase 1
chr22	27108031	27108232	202	*	Distal Intergenic	22	27102766	27107019	4254	1	ENSG00000280025.1	ENST00000623947.1	5265	NA	NA	NA
chr10	122491108	122491309	202	*	Intron (ENST00000648167.1/ENSG00000166033.13, intron 3 of 8)	10	122506691	122514907	8217	1	ENSG00000166033.13	ENST00000420892.1	-15382	5654	HTRA1	HtrA serine peptidase 1
chr21	35223863	35224064	202	*	Intron (ENST00000475045.6/ENSG00000159216.19, intron 9 of 12)	21	35136638	35139222	2585	1	ENSG00000234703.1	ENST00000455028.1	87225	NA	NA	NA
chr20	38168439	38168640	202	*	Promoter (1-2kb)	20	38151012	38166578	15567	2	ENSG00000198959.12	ENST00000453095.1	-1861	7052	TGM2	transglutaminase 2
chr17	42682109	42682310	202	*	Promoter (<=1kb)	17	42682531	42699993	17463	1	ENSG00000108797.12	ENST00000264638.9	-221	8506	CNTNAP1	contactin associated protein 1
chr9	113620863	113621064	202	*	Promoter (1-2kb)	9	113619228	113622634	3407	1	ENSG00000233817.1	ENST00000437712.1	1635	NA	NA	NA
chr19	43669294	43669495	202	*	Promoter (<=1kb)	19	43655439	43670141	14703	2	ENSG00000011422.12	ENST00000597107.1	646	5329	PLAUR	plasminogen activator, urokinase receptor
chr18	1015052	1015253	202	*	Intron (ENST00000577719.5/ENSG00000263551.6, intron 1 of 3)	18	962592	976883	14292	2	ENSG00000272461.1	ENST00000606879.1	-38169	NA	NA	NA
chr8	22227955	22228156	202	*	Promoter (<=1kb)	8	22223733	22228253	4521	2	ENSG00000168490.14	ENST00000522869.5	97	9796	PHYHIP	phytanoyl-CoA 2-hydroxylase interacting protein
chr17	50270111	50270312	202	*	Promoter (1-2kb)	17	50271406	50281485	10080	1	ENSG00000167105.8	ENST00000300433.7	-1094	162461	TMEM92	transmembrane protein 92
chr17	72603938	72604139	202	*	Promoter (<=1kb)	17	72403327	72604225	200899	2	ENSG00000227036.8	ENST00000647706.2	86	400619	LINC00511	long intergenic non-protein coding RNA 511
chr20	652728	652929	202	*	Promoter (<=1kb)	20	646615	653200	6586	2	ENSG00000271303.2	ENST00000381962.4	271	140809	SRXN1	sulfiredoxin 1
chr6	33271166	33271367	202	*	Promoter (<=1kb)	6	33267870	33271777	3908	2	ENSG00000223501.9	ENST00000463486.5	410	6293	VPS52	VPS52 subunit of GARP complex
chr17	50221827	50222028	202	*	Distal Intergenic	17	50212933	50215357	2425	2	ENSG00000263176.1	ENST00000577175.1	-6470	NA	NA	NA
chr16	14399782	14399983	202	*	Distal Intergenic	16	14407668	14418862	11195	2	ENSG00000263257.3	ENST00000647822.1	18879	NA	NA	NA
chr22	37187339	37187540	202	*	Promoter (<=1kb)	22	37182174	37188236	6063	2	ENSG00000133466.14	ENST00000434784.1	696	114904	C1QTNF6	C1q and TNF related 6
chr16	15055557	15055758	202	*	Promoter (<=1kb)	16	15047428	15055787	8360	2	ENSG00000157045.9	ENST00000567420.1	29	123803	NTAN1	N-terminal asparagine amidase
chr1	20400859	20401060	202	*	Exon (ENST00000426428.5/ENSG00000236963.7, exon 4 of 12)	1	20412304	20413253	950	2	ENSG00000226487.1	ENST00000421114.1	12193	NA	NA	NA
chr8	133499058	133499259	202	*	Promoter (<=1kb)	8	133475884	133499361	23478	2	ENSG00000008513.16	ENST00000523855.1	102	6482	ST3GAL1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1
chr10	110531813	110532014	202	*	Distal Intergenic	10	110550115	110550854	740	2	ENSG00000233518.1	ENST00000446943.1	18840	100271216	RPL7P35	ribosomal protein L7 pseudogene 35
chr3	25448008	25448209	202	*	Intron (ENST00000383772.8/ENSG00000077092.19, intron 1 of 7)	3	25441164	25441502	339	2	ENSG00000229421.1	ENST00000443015.1	-6506	NA	NA	NA
chr15	90184413	90184614	202	*	Promoter (<=1kb)	15	90184918	90219843	34926	1	ENSG00000185033.14	ENST00000559300.5	-304	10509	SEMA4B	semaphorin 4B
chr17	78330564	78330765	202	*	Intron (ENST00000586321.1/ENSG00000267737.1, intron 1 of 2)	17	78342737	78344357	1621	1	ENSG00000267737.1	ENST00000586583.1	-11972	NA	NA	NA
chr12	124519113	124519314	202	*	Promoter (<=1kb)	12	124419959	124518294	98336	2	ENSG00000196498.13	ENST00000420698.5	-819	9612	NCOR2	nuclear receptor corepressor 2
chr19	48698075	48698276	202	*	Promoter (2-3kb)	19	48696039	48705614	9576	1	ENSG00000176920.13	ENST00000391876.5	2036	2524	FUT2	fucosyltransferase 2
chr5	151223477	151223678	202	*	Promoter (<=1kb)	5	151181052	151224092	43041	2	ENSG00000198624.13	ENST00000355417.7	414	26112	CCDC69	coiled-coil domain containing 69
chr5	126538675	126538876	202	*	Intron (ENST00000637782.1/ENSG00000164904.18, intron 17 of 17)	5	126544753	126550164	5412	2	ENSG00000164904.18	ENST00000485852.7	11288	501	ALDH7A1	aldehyde dehydrogenase 7 family member A1
chr22	37229752	37229953	202	*	Promoter (1-2kb)	22	37225966	37231503	5538	2	ENSG00000128340.15	ENST00000481215.1	1550	5880	RAC2	Rac family small GTPase 2
chr16	66082502	66082703	202	*	Distal Intergenic	16	65938189	65938453	265	2	ENSG00000261234.1	ENST00000567026.1	-144049	NA	NA	NA
chr19	48558091	48558292	202	*	Intron (ENST00000201586.7/ENSG00000088002.12, intron 1 of 6)	19	48552172	48599423	47252	1	ENSG00000088002.12	ENST00000201586.7	5919	6820	SULT2B1	sulfotransferase family 2B member 1
chr20	1895591	1895792	202	*	Promoter (<=1kb)	20	1895407	1940592	45186	1	ENSG00000198053.12	ENST00000358771.5	184	140885	SIRPA	signal regulatory protein alpha
chr10	110399088	110399289	202	*	Distal Intergenic	10	110450629	110451240	612	1	ENSG00000237642.1	ENST00000428894.1	-51340	NA	NA	NA
chr3	38084397	38084598	202	*	Intron (ENST00000440294.6/ENSG00000008226.20, intron 7 of 16)	3	38062778	38086269	23492	1	ENSG00000008226.20	ENST00000469151.1	21619	9940	DLEC1	DLEC1 cilia and flagella associated protein
chr20	50267133	50267334	202	*	Promoter (<=1kb)	20	50267475	50279795	12321	1	ENSG00000224397.7	ENST00000425497.6	-141	100506115	PELATON	plaque enriched lncRNA in atherosclerotic and inflammatory bowel macrophage regulation
chr8	125417515	125417716	202	*	Distal Intergenic	8	125430358	125438403	8046	1	ENSG00000173334.4	ENST00000311922.4	-12642	10221	TRIB1	tribbles pseudokinase 1
chr1	30886800	30887001	202	*	Intron (ENST00000339394.7/ENSG00000162512.16, intron 1 of 4)	1	30876767	30881429	4663	2	ENSG00000162512.16	ENST00000471567.1	-5371	9672	SDC3	syndecan 3
chr11	75558933	75559134	202	*	Promoter (2-3kb)	11	75562056	75572783	10728	1	ENSG00000149257.16	ENST00000533603.5	-2922	871	SERPINH1	serpin family H member 1
chrX	7927868	7928069	202	*	Promoter (<=1kb)	23	7902049	7927739	25691	2	ENSG00000006757.12	ENST00000442940.1	-129	8228	PNPLA4	patatin like phospholipase domain containing 4
chr1	63523285	63523486	202	*	Promoter (<=1kb)	1	63523372	63532696	9325	1	ENSG00000203965.13	ENST00000480886.1	0	84455	EFCAB7	EF-hand calcium binding domain 7
chr16	57622997	57623198	202	*	Promoter (1-2kb)	16	57621336	57651491	30156	1	ENSG00000205336.14	ENST00000569531.5	1661	9289	ADGRG1	adhesion G protein-coupled receptor G1
chr7	2631180	2631381	202	*	Promoter (<=1kb)	7	2631986	2664802	32817	1	ENSG00000136295.15	ENST00000258796.12	-605	80727	TTYH3	tweety family member 3
chr15	77634421	77634622	202	*	Promoter (<=1kb)	15	77614944	77634353	19410	2	ENSG00000169783.13	ENST00000557798.1	-68	84894	LINGO1	leucine rich repeat and Ig domain containing 1
chr11	76236773	76236974	202	*	Distal Intergenic	11	76210956	76216025	5070	2	ENSG00000255362.1	ENST00000531538.1	-20748	NA	NA	NA
chr8	127295190	127295391	202	*	Promoter (2-3kb)	8	127292812	127339435	46624	1	ENSG00000253438.4	ENST00000642795.1	2378	100750225	PCAT1	prostate cancer associated transcript 1
chr9	121075738	121075939	202	*	Promoter (<=1kb)	9	121074955	121177610	102656	1	ENSG00000119397.18	ENST00000373855.7	783	11064	CNTRL	centriolin
chr1	203328164	203328365	202	*	Distal Intergenic	1	203318996	203319099	104	2	ENSG00000202300.1	ENST00000365430.1	-9065	106480393	RNU6-487P	RNA, U6 small nuclear 487, pseudogene
chr18	3605687	3605888	202	*	Promoter (1-2kb)	18	3603738	3608336	4599	1	ENSG00000262001.1	ENST00000572856.1	1949	NA	NA	NA
chr11	13338631	13338832	202	*	Intron (ENST00000529050.5/ENSG00000133794.20, intron 2 of 2)	11	13349945	13354631	4687	1	ENSG00000133794.20	ENST00000485918.2	-11113	406	ARNTL	aryl hydrocarbon receptor nuclear translocator like
chr1	16013512	16013713	202	*	Downstream (<1kb)	1	16015374	16017825	2452	2	ENSG00000173641.18	ENST00000463576.5	4112	27129	HSPB7	heat shock protein family B (small) member 7
chr16	66873425	66873626	202	*	Promoter (<=1kb)	16	66817470	66873256	55787	2	ENSG00000159593.15	ENST00000561579.6	-169	8883	NAE1	NEDD8 activating enzyme E1 subunit 1
chr12	117486909	117487110	202	*	Intron (ENST00000425217.5/ENSG00000171435.14, intron 14 of 19)	12	117453012	117456986	3975	1	ENSG00000255686.1	ENST00000540161.1	33897	NA	NA	NA
chr10	93445181	93445382	202	*	Intron (ENST00000359263.9/ENSG00000138119.17, intron 3 of 53)	10	93306430	93482194	175765	2	ENSG00000138119.17	ENST00000358334.9	36812	26509	MYOF	myoferlin
chr12	124510420	124510621	202	*	Promoter (2-3kb)	12	124513222	124514813	1592	1	ENSG00000214650.3	ENST00000543970.1	-2601	NA	NA	NA
chr11	116426841	116427042	202	*	Distal Intergenic	11	116496899	116500630	3732	2	ENSG00000236437.1	ENST00000452629.1	73588	NA	NA	NA
chr12	124563875	124564076	202	*	Promoter (2-3kb)	12	124561869	124562283	415	1	ENSG00000279334.1	ENST00000624271.1	2006	NA	NA	NA
chr12	112538811	112539012	202	*	Distal Intergenic	12	112570380	112847731	277352	1	ENSG00000089169.15	ENST00000549736.5	-31368	22895	RPH3A	rabphilin 3A
chr8	137334619	137334820	202	*	Distal Intergenic	8	137424904	137425021	118	2	ENSG00000274572.1	ENST00000617638.1	90201	106480342	ZYXP1	zyxin pseudogene 1
chr20	47359580	47359781	202	*	Promoter (2-3kb)	20	47209214	47356889	147676	2	ENSG00000101040.19	ENST00000619049.4	-2691	23613	ZMYND8	zinc finger MYND-type containing 8
chr17	40548178	40548379	202	*	Distal Intergenic	17	40554330	40561013	6684	2	ENSG00000126353.3	ENST00000579344.1	12634	1236	CCR7	C-C motif chemokine receptor 7
chr5	150639942	150640143	202	*	Promoter (<=1kb)	5	150640660	150659207	18548	1	ENSG00000171992.13	ENST00000307662.5	-517	11346	SYNPO	synaptopodin
chr6	41428910	41429111	202	*	Distal Intergenic	6	41405819	41406561	743	1	ENSG00000280371.1	ENST00000623968.1	23091	NA	NA	NA
chr17	36919543	36919744	202	*	Intron (ENST00000616341.1/ENSG00000277268.2, intron 1 of 2)	17	36907063	36933243	26181	2	ENSG00000277268.2	ENST00000664845.1	13499	102723471	LHX1-DT	LHX1 divergent transcript
chr22	27240422	27240623	202	*	Distal Intergenic	22	27223297	27225134	1838	2	ENSG00000233521.7	ENST00000659538.1	-15288	105372978	LINC01638	long intergenic non-protein coding RNA 1638
chr13	112605779	112605980	202	*	Promoter (<=1kb)	13	112602828	112606417	3590	2	ENSG00000277159.1	ENST00000613809.1	437	NA	NA	NA
chr3	128867572	128867773	202	*	Promoter (1-2kb)	3	128869624	128870026	403	1	ENSG00000250796.1	ENST00000505910.1	-1851	NA	NA	NA
chr20	38291477	38291678	202	*	Exon (ENST00000451435.1/ENSG00000285347.1, exon 3 of 3)	20	38304150	38337503	33354	1	ENSG00000101425.14	ENST00000262865.9	-12472	671	BPI	bactericidal permeability increasing protein
chr4	54550903	54551104	202	*	Distal Intergenic	4	54603211	54607131	3921	2	ENSG00000250456.1	ENST00000508484.1	56027	339978	LINC02260	long intergenic non-protein coding RNA 2260
chr2	10936672	10936873	202	*	Distal Intergenic	2	10911934	10914225	2292	1	ENSG00000162975.5	ENST00000295082.3	24738	3754	KCNF1	potassium voltage-gated channel modifier subfamily F member 1
chr12	124747229	124747430	202	*	Distal Intergenic	12	124725524	124725934	411	1	ENSG00000279931.1	ENST00000624500.1	21705	NA	NA	NA
chr12	49288670	49288871	202	*	Distal Intergenic	12	49293252	49293997	746	1	ENSG00000135406.14	ENST00000551194.1	-4381	5630	PRPH	peripherin
chr17	36850931	36851132	202	*	Distal Intergenic	17	36907063	36933243	26181	2	ENSG00000277268.2	ENST00000664845.1	82111	102723471	LHX1-DT	LHX1 divergent transcript
chr19	45585163	45585364	202	*	Promoter (<=1kb)	19	45527427	45584842	57416	2	ENSG00000125741.5	ENST00000323060.3	-321	80207	OPA3	outer mitochondrial membrane lipid metabolism regulator OPA3
chr1	31703644	31703845	202	*	Promoter (<=1kb)	1	31652263	31704017	51755	2	ENSG00000084636.18	ENST00000373672.8	172	1307	COL16A1	collagen type XVI alpha 1 chain
chr5	38192998	38193199	202	*	Distal Intergenic	5	38197432	38198148	717	1	ENSG00000276332.1	ENST00000621823.1	-4233	NA	NA	NA
chr9	129484707	129484908	202	*	Promoter (1-2kb)	9	129483451	129504274	20824	1	ENSG00000204054.14	ENST00000454968.5	1256	NA	NA	NA
chr15	100731829	100732030	202	*	Intron (ENST00000559755.1/ENSG00000259579.1, intron 1 of 2)	15	100716249	100828497	112249	1	ENSG00000259579.1	ENST00000559755.1	15580	NA	NA	NA
chr10	14040032	14040233	202	*	Intron (ENST00000357447.7/ENSG00000151474.23, intron 2 of 24)	10	13858847	14024481	165635	2	ENSG00000151474.23	ENST00000649947.1	-15551	55691	FRMD4A	FERM domain containing 4A
chr22	27670300	27670501	202	*	Distal Intergenic	22	27707580	27709931	2352	1	ENSG00000231495.1	ENST00000422833.1	-37079	NA	NA	NA
chr7	101681820	101682021	202	*	Distal Intergenic	7	101613330	101629296	15967	2	ENSG00000106436.7	ENST00000223167.5	-52524	93408	MYL10	myosin light chain 10
chr10	117166705	117166906	202	*	Promoter (<=1kb)	10	117167678	117167774	97	2	ENSG00000266782.1	ENST00000583207.1	868	100500893	MIR3663	microRNA 3663
chr3	4987619	4987820	202	*	Distal Intergenic	3	4896969	4980414	83446	2	ENSG00000235831.7	ENST00000668962.1	-7205	100507582	BHLHE40-AS1	BHLHE40 antisense RNA 1
chr5	91312805	91313006	202	*	Promoter (<=1kb)	5	91310602	91313021	2420	2	ENSG00000248323.7	ENST00000670581.1	15	100505994	LUCAT1	lung cancer associated transcript 1
chr1	171644800	171645001	202	*	Intron (ENST00000638471.1/ENSG00000034971.17, intron 1 of 3)	1	171635417	171652629	17213	2	ENSG00000034971.17	ENST00000638471.1	7628	4653	MYOC	myocilin
chr20	37640778	37640979	202	*	Distal Intergenic	20	37619298	37623119	3822	2	ENSG00000225759.1	ENST00000457816.1	-17659	100861522	LINC00489	long intergenic non-protein coding RNA 489
chr20	31603916	31604117	202	*	Promoter (1-2kb)	20	31605283	31606515	1233	1	ENSG00000125968.9	ENST00000376105.4	-1166	3397	ID1	inhibitor of DNA binding 1, HLH protein
chr22	29307202	29307403	202	*	Promoter (<=1kb)	22	29307058	29312785	5728	1	ENSG00000185340.15	ENST00000618518.3	144	10634	GAS2L1	growth arrest specific 2 like 1
chr20	44746478	44746679	202	*	Promoter (<=1kb)	20	44746642	44747201	560	1	ENSG00000276223.1	ENST00000611368.1	0	NA	NA	NA
chr22	27299868	27300069	202	*	Distal Intergenic	22	27307777	27312015	4239	1	ENSG00000226741.2	ENST00000662296.1	-7708	100507657	LINC02554	long intergenic non-protein coding RNA 2554
chr8	126500252	126500453	202	*	Promoter (2-3kb)	8	126498149	126500303	2155	1	ENSG00000253220.2	ENST00000521428.1	2103	NA	NA	NA
chr9	38393209	38393410	202	*	Promoter (<=1kb)	9	38392712	38396138	3427	1	ENSG00000137124.8	ENST00000635162.1	497	219	ALDH1B1	aldehyde dehydrogenase 1 family member B1
chr22	30288418	30288619	202	*	Promoter (<=1kb)	22	30287198	30287950	753	2	ENSG00000239282.8	ENST00000464854.1	-468	652968	CASTOR1	cytosolic arginine sensor for mTORC1 subunit 1
chr7	75870738	75870939	202	*	Intron (ENST00000466232.5/ENSG00000005486.17, intron 1 of 2)	7	75878091	75882165	4075	1	ENSG00000005486.17	ENST00000468644.5	-7152	57414	RHBDD2	rhomboid domain containing 2
chr16	27168869	27169070	202	*	Intron (ENST00000564381.2/ENSG00000261045.2, intron 2 of 3)	16	27158451	27176587	18137	2	ENSG00000261045.2	ENST00000564381.2	7517	NA	NA	NA
chr20	56690069	56690270	202	*	Promoter (1-2kb)	20	56688401	56688695	295	1	ENSG00000241821.3	ENST00000487098.3	1668	106479283	RN7SL170P	RNA, 7SL, cytoplasmic 170, pseudogene
chrX	153471087	153471288	202	*	Promoter (<=1kb)	23	153444473	153470587	26115	2	ENSG00000183479.13	ENST00000370232.4	-500	11219	TREX2	three prime repair exonuclease 2
chr20	50435025	50435226	202	*	Distal Intergenic	20	50429190	50429483	294	2	ENSG00000244376.3	ENST00000497504.3	-5542	106481097	RN7SL636P	RNA, 7SL, cytoplasmic 636, pseudogene
chr1	30526695	30526896	202	*	Distal Intergenic	1	30415825	30421108	5284	1	ENSG00000231949.1	ENST00000420354.1	110870	NA	NA	NA
chr17	10754277	10754478	202	*	Exon (ENST00000581366.5/ENSG00000263400.8, exon 2 of 3)	17	10745553	10746543	991	2	ENSG00000240813.2	ENST00000478739.2	-7734	NA	NA	NA
