seqnames	start	end	width	strand	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENTREZID	SYMBOL	GENENAME
chr8	142092831	142093032	202	*	Distal Intergenic	8	142089827	142091619	1793	1	ENSG00000261710.1	ENST00000562989.1	3004	NA	NA	NA
chr20	44746486	44746687	202	*	Promoter (<=1kb)	20	44746642	44747201	560	1	ENSG00000276223.1	ENST00000611368.1	0	NA	NA	NA
chr11	75558919	75559120	202	*	Promoter (2-3kb)	11	75562056	75572783	10728	1	ENSG00000149257.16	ENST00000533603.5	-2936	871	SERPINH1	serpin family H member 1
chr12	22326684	22326885	202	*	Intron (ENST00000396037.9/ENSG00000111728.11, intron 1 of 4)	12	22248826	22334163	85338	2	ENSG00000111728.11	ENST00000541868.1	7278	6489	ST8SIA1	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1
chr7	2631170	2631371	202	*	Promoter (<=1kb)	7	2631986	2664802	32817	1	ENSG00000136295.15	ENST00000258796.12	-615	80727	TTYH3	tweety family member 3
chr17	42682104	42682305	202	*	Promoter (<=1kb)	17	42682531	42699993	17463	1	ENSG00000108797.12	ENST00000264638.9	-226	8506	CNTNAP1	contactin associated protein 1
chr22	25143731	25143932	202	*	Intron (ENST00000358431.8/ENSG00000197077.14, intron 6 of 12)	22	25102433	25112692	10260	2	ENSG00000203280.4	ENST00000366110.4	-31039	100128531	KIAA1671-AS1	KIAA1671 antisense RNA 1
chr17	78330556	78330757	202	*	Intron (ENST00000586321.1/ENSG00000267737.1, intron 1 of 2)	17	78342737	78344357	1621	1	ENSG00000267737.1	ENST00000586583.1	-11980	NA	NA	NA
chr11	13338634	13338835	202	*	Intron (ENST00000529050.5/ENSG00000133794.20, intron 2 of 2)	11	13349945	13354631	4687	1	ENSG00000133794.20	ENST00000485918.2	-11110	406	ARNTL	aryl hydrocarbon receptor nuclear translocator like
chr2	26723575	26723776	202	*	Intron (ENST00000620977.1/ENSG00000171303.7, intron 2 of 2)	2	26692722	26733420	40699	1	ENSG00000171303.7	ENST00000302909.4	30853	3777	KCNK3	potassium two pore domain channel subfamily K member 3
chr2	10486742	10486943	202	*	Distal Intergenic	2	10453798	10457693	3896	1	ENSG00000257135.7	ENST00000670859.1	32944	NA	NA	NA
chr8	125411862	125412063	202	*	Distal Intergenic	8	125430358	125438403	8046	1	ENSG00000173334.4	ENST00000311922.4	-18295	10221	TRIB1	tribbles pseudokinase 1
chr5	126538685	126538886	202	*	Intron (ENST00000637782.1/ENSG00000164904.18, intron 17 of 17)	5	126544753	126550164	5412	2	ENSG00000164904.18	ENST00000485852.7	11278	501	ALDH7A1	aldehyde dehydrogenase 7 family member A1
chr16	15055563	15055764	202	*	Promoter (<=1kb)	16	15047428	15055787	8360	2	ENSG00000157045.9	ENST00000567420.1	23	123803	NTAN1	N-terminal asparagine amidase
chr19	1177958	1178159	202	*	Promoter (<=1kb)	19	1177558	1219386	41829	1	ENSG00000118046.16	ENST00000585748.2	400	6794	STK11	serine/threonine kinase 11
chr6	41428922	41429123	202	*	Distal Intergenic	6	41405819	41406561	743	1	ENSG00000280371.1	ENST00000623968.1	23103	NA	NA	NA
chr19	5479323	5479524	202	*	Distal Intergenic	19	5455417	5456856	1440	1	ENSG00000105428.6	ENST00000222033.6	23906	148066	ZNRF4	zinc and ring finger 4
chr17	10754259	10754460	202	*	Exon (ENST00000581366.5/ENSG00000263400.8, exon 2 of 3)	17	10745553	10746543	991	2	ENSG00000240813.2	ENST00000478739.2	-7716	NA	NA	NA
chr22	37187343	37187544	202	*	Promoter (<=1kb)	22	37182174	37188236	6063	2	ENSG00000133466.14	ENST00000434784.1	692	114904	C1QTNF6	C1q and TNF related 6
chr11	68008344	68008545	202	*	Promoter (<=1kb)	11	68008578	68028696	20119	1	ENSG00000006534.16	ENST00000614849.4	-33	221	ALDH3B1	aldehyde dehydrogenase 3 family member B1
chr15	98519883	98520084	202	*	Promoter (<=1kb)	15	98441071	98520386	79316	2	ENSG00000283597.3	ENST00000636796.1	302	283777	FAM169B	family with sequence similarity 169 member B
chr8	137334616	137334817	202	*	Distal Intergenic	8	137424904	137425021	118	2	ENSG00000274572.1	ENST00000617638.1	90204	106480342	ZYXP1	zyxin pseudogene 1
chr1	203328175	203328376	202	*	Distal Intergenic	1	203318996	203319099	104	2	ENSG00000202300.1	ENST00000365430.1	-9076	106480393	RNU6-487P	RNA, U6 small nuclear 487, pseudogene
chr1	30886807	30887008	202	*	Intron (ENST00000339394.7/ENSG00000162512.16, intron 1 of 4)	1	30876767	30881429	4663	2	ENSG00000162512.16	ENST00000471567.1	-5378	9672	SDC3	syndecan 3
chr8	141647821	141648022	202	*	Intron (ENST00000673717.1/ENSG00000287677.2, intron 6 of 8)	8	141582151	141584928	2778	1	ENSG00000287677.2	ENST00000673629.1	65670	NA	NA	NA
chr17	72603937	72604138	202	*	Promoter (<=1kb)	17	72403327	72604225	200899	2	ENSG00000227036.8	ENST00000647706.2	87	400619	LINC00511	long intergenic non-protein coding RNA 511
chr13	112605788	112605989	202	*	Promoter (<=1kb)	13	112602828	112606417	3590	2	ENSG00000277159.1	ENST00000613809.1	428	NA	NA	NA
chr12	124510426	124510627	202	*	Promoter (2-3kb)	12	124513222	124514813	1592	1	ENSG00000214650.3	ENST00000543970.1	-2595	NA	NA	NA
chr19	3720026	3720227	202	*	Promoter (1-2kb)	19	3721617	3730287	8671	1	ENSG00000105289.15	ENST00000587912.1	-1390	27134	TJP3	tight junction protein 3
chrX	153471091	153471292	202	*	Promoter (<=1kb)	23	153444473	153470587	26115	2	ENSG00000183479.13	ENST00000370232.4	-504	11219	TREX2	three prime repair exonuclease 2
chr16	19907773	19907974	202	*	Distal Intergenic	16	19858971	19886167	27197	2	ENSG00000167191.12	ENST00000569479.5	-21606	51704	GPRC5B	G protein-coupled receptor class C group 5 member B
chr8	127295189	127295390	202	*	Promoter (2-3kb)	8	127292812	127339435	46624	1	ENSG00000253438.4	ENST00000642795.1	2377	100750225	PCAT1	prostate cancer associated transcript 1
chrX	7927870	7928071	202	*	Promoter (<=1kb)	23	7902049	7927739	25691	2	ENSG00000006757.12	ENST00000442940.1	-131	8228	PNPLA4	patatin like phospholipase domain containing 4
chr17	40548182	40548383	202	*	Distal Intergenic	17	40554330	40561013	6684	2	ENSG00000126353.3	ENST00000579344.1	12630	1236	CCR7	C-C motif chemokine receptor 7
chr11	76236774	76236975	202	*	Distal Intergenic	11	76210956	76216025	5070	2	ENSG00000255362.1	ENST00000531538.1	-20749	NA	NA	NA
chr20	50423869	50424070	202	*	Distal Intergenic	20	50429190	50429483	294	2	ENSG00000244376.3	ENST00000497504.3	5413	106481097	RN7SL636P	RNA, 7SL, cytoplasmic 636, pseudogene
chr8	22227950	22228151	202	*	Promoter (<=1kb)	8	22223733	22228253	4521	2	ENSG00000168490.14	ENST00000522869.5	102	9796	PHYHIP	phytanoyl-CoA 2-hydroxylase interacting protein
chr18	1015055	1015256	202	*	Intron (ENST00000577719.5/ENSG00000263551.6, intron 1 of 3)	18	962592	976883	14292	2	ENSG00000272461.1	ENST00000606879.1	-38172	NA	NA	NA
chr20	31603916	31604117	202	*	Promoter (1-2kb)	20	31605283	31606515	1233	1	ENSG00000125968.9	ENST00000376105.4	-1166	3397	ID1	inhibitor of DNA binding 1, HLH protein
chr12	112538822	112539023	202	*	Distal Intergenic	12	112570380	112847731	277352	1	ENSG00000089169.15	ENST00000549736.5	-31357	22895	RPH3A	rabphilin 3A
chr17	50270127	50270328	202	*	Promoter (1-2kb)	17	50271406	50281485	10080	1	ENSG00000167105.8	ENST00000300433.7	-1078	162461	TMEM92	transmembrane protein 92
chr2	5022964	5023165	202	*	Distal Intergenic	2	4945277	4945383	107	1	ENSG00000207192.1	ENST00000384463.1	77687	106479854	RNU6-649P	RNA, U6 small nuclear 649, pseudogene
chr16	24309210	24309411	202	*	Intron (ENST00000005284.4/ENSG00000006116.4, intron 1 of 3)	16	24333415	24333547	133	2	ENSG00000201541.1	ENST00000364671.1	24136	NA	NA	NA
chr22	35383432	35383633	202	*	Promoter (<=1kb)	22	35383164	35394212	11049	1	ENSG00000100292.18	ENST00000678411.1	268	3162	HMOX1	heme oxygenase 1
chr12	124563884	124564085	202	*	Promoter (2-3kb)	12	124561869	124562283	415	1	ENSG00000279334.1	ENST00000624271.1	2015	NA	NA	NA
chr22	37229735	37229936	202	*	Promoter (1-2kb)	22	37225966	37231503	5538	2	ENSG00000128340.15	ENST00000481215.1	1567	5880	RAC2	Rac family small GTPase 2
chr12	124735119	124735320	202	*	Distal Intergenic	12	124725524	124725934	411	1	ENSG00000279931.1	ENST00000624500.1	9595	NA	NA	NA
chr20	50267130	50267331	202	*	Promoter (<=1kb)	20	50267475	50279795	12321	1	ENSG00000224397.7	ENST00000425497.6	-144	100506115	PELATON	plaque enriched lncRNA in atherosclerotic and inflammatory bowel macrophage regulation
chr22	30212963	30213164	202	*	Distal Intergenic	22	30182818	30207195	24378	2	ENSG00000225676.2	ENST00000432360.2	-5768	105372988	LOC105372988	uncharacterized LOC105372988
chr20	49984857	49985058	202	*	Promoter (1-2kb)	20	49982980	49988886	5907	1	ENSG00000124216.4	ENST00000244050.3	1877	6615	SNAI1	snail family transcriptional repressor 1
chr22	29307200	29307401	202	*	Promoter (<=1kb)	22	29307058	29312785	5728	1	ENSG00000185340.15	ENST00000618518.3	142	10634	GAS2L1	growth arrest specific 2 like 1
chr11	116426855	116427056	202	*	Distal Intergenic	11	116496899	116500630	3732	2	ENSG00000236437.1	ENST00000452629.1	73574	NA	NA	NA
chr1	12596594	12596795	202	*	Promoter (<=1kb)	1	12578718	12596308	17591	2	ENSG00000162496.9	ENST00000430996.2	-286	9249	DHRS3	dehydrogenase/reductase 3
chr6	158026260	158026461	202	*	Promoter (<=1kb)	6	158027367	158029406	2040	1	ENSG00000078269.15	ENST00000640569.1	-906	8871	SYNJ2	synaptojanin 2
chr1	171644806	171645007	202	*	Intron (ENST00000638471.1/ENSG00000034971.17, intron 1 of 3)	1	171635417	171652629	17213	2	ENSG00000034971.17	ENST00000638471.1	7622	4653	MYOC	myocilin
chr10	93445180	93445381	202	*	Intron (ENST00000359263.9/ENSG00000138119.17, intron 3 of 53)	10	93306430	93482194	175765	2	ENSG00000138119.17	ENST00000358334.9	36813	26509	MYOF	myoferlin
chr5	151223473	151223674	202	*	Promoter (<=1kb)	5	151181052	151224092	43041	2	ENSG00000198624.13	ENST00000355417.7	418	26112	CCDC69	coiled-coil domain containing 69
chr20	49563006	49563207	202	*	Intron (ENST00000244043.5/ENSG00000124212.6, intron 1 of 9)	20	49507901	49568116	60216	2	ENSG00000124212.6	ENST00000478971.1	4909	5740	PTGIS	prostaglandin I2 synthase
chr17	49984879	49985080	202	*	Distal Intergenic	17	49991335	49993703	2369	2	ENSG00000064195.7	ENST00000512495.2	8623	1747	DLX3	distal-less homeobox 3
chr19	7704767	7704968	202	*	Promoter (2-3kb)	19	7688776	7702146	13371	2	ENSG00000104921.15	ENST00000346664.9	-2621	2208	FCER2	Fc fragment of IgE receptor II
chr1	31703625	31703826	202	*	Promoter (<=1kb)	1	31652263	31704017	51755	2	ENSG00000084636.18	ENST00000373672.8	191	1307	COL16A1	collagen type XVI alpha 1 chain
chr1	22638557	22638758	202	*	Promoter (<=1kb)	1	22637580	22639608	2029	1	ENSG00000173372.17	ENST00000402322.1	977	712	C1QA	complement C1q A chain
chr12	113452560	113452761	202	*	Distal Intergenic	12	113435507	113437109	1603	1	ENSG00000139410.15	ENST00000551760.1	17053	113675	SDSL	serine dehydratase like
chr19	3343893	3344094	202	*	Intron (ENST00000641145.1/ENSG00000141905.19, intron 1 of 10)	19	3355554	3355955	402	2	ENSG00000280103.1	ENST00000623023.1	11861	NA	NA	NA
chr22	27299860	27300061	202	*	Distal Intergenic	22	27307777	27312015	4239	1	ENSG00000226741.2	ENST00000662296.1	-7716	100507657	LINC02554	long intergenic non-protein coding RNA 2554
chr17	77862991	77863192	202	*	Distal Intergenic	17	77879027	77884087	5061	2	ENSG00000204283.4	ENST00000374983.3	20895	400624	LINC01973	long intergenic non-protein coding RNA 1973
chr1	66925655	66925856	202	*	Promoter (<=1kb)	1	66924990	66988619	63630	1	ENSG00000198160.15	ENST00000401041.6	665	57708	MIER1	MIER1 transcriptional regulator
chr22	30426499	30426700	202	*	Promoter (<=1kb)	22	30425817	30428951	3135	1	ENSG00000242114.6	ENST00000407550.3	682	51537	MTFP1	mitochondrial fission process 1
chr17	17710756	17710957	202	*	Intron (ENST00000353383.6/ENSG00000108557.19, intron 1 of 5)	17	17682495	17793143	110649	1	ENSG00000108557.19	ENST00000471135.2	28261	10743	RAI1	retinoic acid induced 1
chr3	197516831	197517032	202	*	Promoter (<=1kb)	3	197514263	197515861	1599	2	ENSG00000161267.12	ENST00000483920.1	-970	622	BDH1	3-hydroxybutyrate dehydrogenase 1
chr3	4987611	4987812	202	*	Distal Intergenic	3	4896969	4980414	83446	2	ENSG00000235831.7	ENST00000668962.1	-7197	100507582	BHLHE40-AS1	BHLHE40 antisense RNA 1
chr17	31699340	31699541	202	*	Distal Intergenic	17	31709568	31709859	292	1	ENSG00000266448.1	ENST00000578645.1	-10027	NA	NA	NA
chr8	141647277	141647478	202	*	Intron (ENST00000673717.1/ENSG00000287677.2, intron 6 of 8)	8	141582151	141584928	2778	1	ENSG00000287677.2	ENST00000673629.1	65126	NA	NA	NA
chr5	170632690	170632891	202	*	Intron (ENST00000377360.8/ENSG00000182132.14, intron 1 of 7)	5	170680953	170736604	55652	1	ENSG00000182132.14	ENST00000636734.1	-48062	30820	KCNIP1	potassium voltage-gated channel interacting protein 1
chr16	27168876	27169077	202	*	Intron (ENST00000564381.2/ENSG00000261045.2, intron 2 of 3)	16	27158451	27176587	18137	2	ENSG00000261045.2	ENST00000564381.2	7510	NA	NA	NA
chr19	48041971	48042172	202	*	Promoter (1-2kb)	19	48041329	48043881	2553	2	ENSG00000105507.3	ENST00000602032.1	1709	56344	CABP5	calcium binding protein 5
chr19	4584467	4584668	202	*	Promoter (2-3kb)	19	4542593	4581776	39184	2	ENSG00000167680.17	ENST00000676793.1	-2691	10501	SEMA6B	semaphorin 6B
chr20	50267377	50267578	202	*	Promoter (<=1kb)	20	50267475	50279795	12321	1	ENSG00000224397.7	ENST00000425497.6	0	100506115	PELATON	plaque enriched lncRNA in atherosclerotic and inflammatory bowel macrophage regulation
chr5	38192981	38193182	202	*	Distal Intergenic	5	38197432	38198148	717	1	ENSG00000276332.1	ENST00000621823.1	-4250	NA	NA	NA
chr1	30526701	30526902	202	*	Distal Intergenic	1	30415825	30421108	5284	1	ENSG00000231949.1	ENST00000420354.1	110876	NA	NA	NA
chr17	73158252	73158453	202	*	Distal Intergenic	17	73163035	73163359	325	2	ENSG00000265469.1	ENST00000581517.1	4906	NA	NA	NA
chr4	54550906	54551107	202	*	Distal Intergenic	4	54603211	54607131	3921	2	ENSG00000250456.1	ENST00000508484.1	56024	339978	LINC02260	long intergenic non-protein coding RNA 2260
chr7	36103944	36104145	202	*	Distal Intergenic	7	36109024	36110872	1849	2	ENSG00000228815.1	ENST00000419108.1	6727	100631260	MARK2P13	microtubule affinity regulating kinase 2 pseudogene 13
chr22	27669047	27669248	202	*	Distal Intergenic	22	27707580	27709931	2352	1	ENSG00000231495.1	ENST00000422833.1	-38332	NA	NA	NA
chr21	35223861	35224062	202	*	Intron (ENST00000475045.6/ENSG00000159216.19, intron 9 of 12)	21	35136638	35139222	2585	1	ENSG00000234703.1	ENST00000455028.1	87223	NA	NA	NA
chr12	109706522	109706723	202	*	Distal Intergenic	12	109713825	109770495	56671	1	ENSG00000139438.6	ENST00000538780.2	-7102	84915	FAM222A	family with sequence similarity 222 member A
chr20	56996621	56996822	202	*	Distal Intergenic	20	57105741	57107128	1388	1	ENSG00000231078.1	ENST00000442780.1	-108919	NA	NA	NA
chr17	18379825	18380026	202	*	Promoter (2-3kb)	17	18377778	18389647	11870	1	ENSG00000214860.5	ENST00000399134.5	2047	645027	EVPLL	envoplakin like
chr3	25447986	25448187	202	*	Intron (ENST00000383772.8/ENSG00000077092.19, intron 1 of 7)	3	25441164	25441502	339	2	ENSG00000229421.1	ENST00000443015.1	-6484	NA	NA	NA
