seqnames	start	end	width	strand	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENTREZID	SYMBOL	GENENAME
chr1	11404965	11405196	232	*	Distal Intergenic	1	11425257	11425821	565	2	ENSG00000224338.2	ENST00000435243.2	20625	109729120	MTCYBP45	MT-CYB pseudogene 45
chr1	11450414	11450633	220	*	Distal Intergenic	1	11425257	11425821	565	2	ENSG00000224338.2	ENST00000435243.2	-24593	109729120	MTCYBP45	MT-CYB pseudogene 45
chr1	11494041	11494256	216	*	Intron (ENST00000294484.7/ENSG00000204624.8, intron 1 of 20)	1	11500803	11502016	1214	2	ENSG00000285833.1	ENST00000649975.1	7760	NA	NA	NA
chr1	11534826	11535034	209	*	Promoter (1-2kb)	1	11533676	11537225	3550	1	ENSG00000204624.8	ENST00000304391.6	1150	57540	DISP3	dispatched RND transporter family member 3
chr1	11570025	11570227	203	*	Distal Intergenic	1	11533676	11537225	3550	1	ENSG00000204624.8	ENST00000304391.6	36349	57540	DISP3	dispatched RND transporter family member 3
chr1	11573341	11573556	216	*	Distal Intergenic	1	11609468	11613358	3891	1	ENSG00000235643.2	ENST00000453135.2	-35912	101929181	LINC01647	long intergenic non-protein coding RNA 1647
chr1	11708563	11708780	218	*	Intron (ENST00000294485.6/ENSG00000162490.7, intron 2 of 6)	1	11691710	11725857	34148	1	ENSG00000162490.7	ENST00000294485.6	16853	374946	DRAXIN	dorsal inhibitory axon guidance protein
chr1	11765106	11765323	218	*	Promoter (1-2kb)	1	11766742	11778310	11569	1	ENSG00000215910.7	ENST00000484153.1	-1419	284498	C1orf167	chromosome 1 open reading frame 167
chr1	11768399	11768635	237	*	Promoter (1-2kb)	1	11766742	11778310	11569	1	ENSG00000215910.7	ENST00000484153.1	1657	284498	C1orf167	chromosome 1 open reading frame 167
chr1	11779306	11779516	211	*	Promoter (<=1kb)	1	11777077	11779619	2543	2	ENSG00000177553.6	ENST00000376620.3	103	102724659	C1orf167-AS1	C1orf167 antisense RNA 1
chr1	11888442	11888650	209	*	Distal Intergenic	1	11877770	11880406	2637	1	ENSG00000224904.1	ENST00000438808.1	10672	390997	SBF1P2	SBF1 pseudogene 2
chr1	11908192	11908401	210	*	Promoter (<=1kb)	1	11908152	11914298	6147	1	ENSG00000285646.2	ENST00000660618.1	40	NA	NA	NA
chr1	11958764	11958975	212	*	Intron (ENST00000196061.5/ENSG00000083444.17, intron 9 of 18)	1	11954301	11958593	4293	1	ENSG00000083444.17	ENST00000465920.1	4463	5351	PLOD1	procollagen-lysine,2-oxoglutarate 5-dioxygenase 1
chr1	12020107	12020316	210	*	Promoter (<=1kb)	1	12019498	12032045	12548	1	ENSG00000116691.11	ENST00000235332.6	609	60672	MIIP	migration and invasion inhibitory protein
chr1	12058432	12058639	208	*	Distal Intergenic	1	12063303	12144207	80905	1	ENSG00000120949.15	ENST00000263932.7	-4664	943	TNFRSF8	TNF receptor superfamily member 8
chr1	12080888	12081109	222	*	Promoter (<=1kb)	1	12080293	12080547	255	2	ENSG00000227875.2	ENST00000439324.2	-341	106480336	RPL23AP89	ribosomal protein L23a pseudogene 89
chr1	12161445	12161646	202	*	Distal Intergenic	1	12166943	12167038	96	1	ENSG00000283789.1	ENST00000622420.1	-5297	102465836	MIR7846	microRNA 7846
chr1	12173055	12173258	204	*	Intron (ENST00000376259.7/ENSG00000028137.19, intron 1 of 9)	1	12167003	12209228	42226	1	ENSG00000028137.19	ENST00000492361.1	6052	7133	TNFRSF1B	TNF receptor superfamily member 1B
chr1	12201407	12201620	214	*	Intron (ENST00000376259.7/ENSG00000028137.19, intron 8 of 9)	1	12191838	12193008	1171	1	ENSG00000028137.19	ENST00000489921.1	9569	7133	TNFRSF1B	TNF receptor superfamily member 1B
chr1	12540721	12540959	239	*	Distal Intergenic	1	12527724	12528420	697	1	ENSG00000229484.1	ENST00000416696.1	12997	NA	NA	NA
chr1	12586600	12586831	232	*	Intron (ENST00000616661.5/ENSG00000162496.9, intron 1 of 5)	1	12578957	12579023	67	2	ENSG00000276830.1	ENST00000622213.1	-7577	102466722	MIR6730	microRNA 6730
chr1	12596594	12596798	205	*	Promoter (<=1kb)	1	12578718	12596308	17591	2	ENSG00000162496.9	ENST00000430996.2	-286	9249	DHRS3	dehydrogenase/reductase 3
chr1	12599743	12599955	213	*	Intron (ENST00000616661.5/ENSG00000162496.9, intron 1 of 5)	1	12578718	12596308	17591	2	ENSG00000162496.9	ENST00000430996.2	-3435	9249	DHRS3	dehydrogenase/reductase 3
chr1	12602646	12602894	249	*	Intron (ENST00000616661.5/ENSG00000162496.9, intron 1 of 5)	1	12578718	12596308	17591	2	ENSG00000162496.9	ENST00000430996.2	-6338	9249	DHRS3	dehydrogenase/reductase 3
chr1	13121947	13122158	212	*	Distal Intergenic	1	13115488	13116854	1367	2	ENSG00000275774.3	ENST00000621994.3	-5093	440563	HNRNPCL2	heterogeneous nuclear ribonucleoprotein C like 2
chr1	13443973	13444178	206	*	Distal Intergenic	1	13416351	13421328	4978	1	ENSG00000204478.10	ENST00000602960.1	27622	645425	PRAMEF20	PRAME family member 20
chr1	13494631	13494880	250	*	Intron (ENST00000376085.4/ENSG00000162494.6, intron 1 of 1)	1	13513220	13516270	3051	1	ENSG00000259961.1	ENST00000563570.1	-18340	NA	NA	NA
chr1	13900644	13900849	206	*	Intron (ENST00000636564.1/ENSG00000189337.17, intron 1 of 2)	1	13892792	15118043	1225252	1	ENSG00000189337.17	ENST00000636203.1	7852	23254	KAZN	kazrin, periplakin interacting protein
chr1	14294945	14295155	211	*	Intron (ENST00000636564.1/ENSG00000189337.17, intron 2 of 2)	1	14221891	14304445	82555	2	ENSG00000231606.2	ENST00000449215.2	9290	NA	NA	NA
chr1	14649243	14649469	227	*	Intron (ENST00000636203.1/ENSG00000189337.17, intron 3 of 16)	1	14692129	14692613	485	2	ENSG00000235829.1	ENST00000416175.1	43144	NA	NA	NA
chr1	14738726	14738932	207	*	Intron (ENST00000636203.1/ENSG00000189337.17, intron 3 of 16)	1	14774469	14777727	3259	2	ENSG00000287756.1	ENST00000666715.1	38795	NA	NA	NA
chr1	15211486	15211704	219	*	Intron (ENST00000428417.5/ENSG00000171729.14, intron 1 of 2)	1	15226373	15227549	1177	1	ENSG00000278480.1	ENST00000612442.1	-14669	NA	NA	NA
chr1	15262039	15262268	230	*	Intron (ENST00000683790.1/ENSG00000142621.20, intron 2 of 33)	1	15251785	15397529	145745	1	ENSG00000142621.20	ENST00000375998.8	10254	114827	FHAD1	forkhead associated phosphopeptide binding domain 1
chr1	15272064	15272266	203	*	Intron (ENST00000683790.1/ENSG00000142621.20, intron 2 of 33)	1	15287045	15289641	2597	1	ENSG00000142621.20	ENST00000462113.1	-14779	114827	FHAD1	forkhead associated phosphopeptide binding domain 1
chr1	15297010	15297218	209	*	Intron (ENST00000683790.1/ENSG00000142621.20, intron 5 of 33)	1	15305761	15330059	24299	1	ENSG00000142621.20	ENST00000375996.6	-8543	114827	FHAD1	forkhead associated phosphopeptide binding domain 1
chr1	15423474	15423699	226	*	Intron (ENST00000375980.9/ENSG00000142634.13, intron 1 of 3)	1	15410265	15429081	18817	1	ENSG00000142634.13	ENST00000445566.1	13209	79180	EFHD2	EF-hand domain family member D2
chr1	15442847	15443051	205	*	Promoter (2-3kb)	1	15440350	15446654	6305	1	ENSG00000162438.12	ENST00000483406.1	2497	11330	CTRC	chymotrypsin C
chr1	15798081	15798308	228	*	Distal Intergenic	1	15792796	15793285	490	1	ENSG00000224321.1	ENST00000431782.1	5285	NA	NA	NA
chr1	15799880	15800089	210	*	Distal Intergenic	1	15792796	15793285	490	1	ENSG00000224321.1	ENST00000431782.1	7084	NA	NA	NA
chr1	16012652	16012864	213	*	Downstream (1-2kb)	1	16015374	16017825	2452	2	ENSG00000173641.18	ENST00000463576.5	4961	27129	HSPB7	heat shock protein family B (small) member 7
chr1	16013512	16013718	207	*	Downstream (<1kb)	1	16015374	16017825	2452	2	ENSG00000173641.18	ENST00000463576.5	4107	27129	HSPB7	heat shock protein family B (small) member 7
chr1	16112844	16113056	213	*	Distal Intergenic	1	16133013	16133562	550	2	ENSG00000142627.13	ENST00000462805.1	20506	1969	EPHA2	EPH receptor A2
chr1	16123649	16123861	213	*	Downstream (<1kb)	1	16133013	16133562	550	2	ENSG00000142627.13	ENST00000462805.1	9701	1969	EPHA2	EPH receptor A2
chr1	16125605	16125811	207	*	Intron (ENST00000358432.8/ENSG00000142627.13, intron 16 of 16)	1	16133013	16133562	550	2	ENSG00000142627.13	ENST00000462805.1	7751	1969	EPHA2	EPH receptor A2
chr1	16145761	16145994	234	*	Promoter (<=1kb)	1	16134560	16146450	11891	2	ENSG00000142627.13	ENST00000480202.1	456	1969	EPHA2	EPH receptor A2
chr1	16147650	16147855	206	*	Promoter (1-2kb)	1	16134560	16146450	11891	2	ENSG00000142627.13	ENST00000480202.1	-1200	1969	EPHA2	EPH receptor A2
chr1	16174693	16174895	203	*	Distal Intergenic	1	16159266	16161883	2618	1	ENSG00000224621.1	ENST00000426353.1	15427	NA	NA	NA
chr1	16182706	16182912	207	*	Distal Intergenic	1	16197854	16198357	504	1	ENSG00000234166.1	ENST00000457809.1	-14942	NA	NA	NA
chr1	16184056	16184280	225	*	Distal Intergenic	1	16197854	16198357	504	1	ENSG00000234166.1	ENST00000457809.1	-13574	NA	NA	NA
chr1	16709813	16710031	219	*	Promoter (<=1kb)	1	16706924	16710619	3696	2	ENSG00000268869.6	ENST00000492551.2	588	NA	NA	NA
chr1	16912200	16912412	213	*	Intron (ENST00000466256.6/ENSG00000058453.17, intron 1 of 8)	1	16904339	16904776	438	2	ENSG00000272426.1	ENST00000606899.1	-7424	NA	NA	NA
chr1	16931590	16931801	212	*	Promoter (1-2kb)	1	16930135	16946405	16271	1	ENSG00000058453.17	ENST00000492631.5	1455	9696	CROCC	ciliary rootlet coiled-coil, rootletin
chr1	17008289	17008502	214	*	Promoter (2-3kb)	1	17002320	17005765	3446	2	ENSG00000159363.19	ENST00000509619.1	-2524	23400	ATP13A2	ATPase cation transporting 13A2
chr1	17069831	17070033	203	*	Intron (ENST00000375486.9/ENSG00000117115.13, intron 15 of 15)	1	17067600	17075351	7752	2	ENSG00000117115.13	ENST00000479534.5	5318	11240	PADI2	peptidyl arginine deiminase 2
chr1	17096645	17096875	231	*	Intron (ENST00000375486.9/ENSG00000117115.13, intron 3 of 15)	1	17067786	17083426	15641	2	ENSG00000117115.13	ENST00000466151.1	-13219	11240	PADI2	peptidyl arginine deiminase 2
chr1	17102371	17102596	226	*	Intron (ENST00000375486.9/ENSG00000117115.13, intron 3 of 15)	1	17079031	17119435	40405	2	ENSG00000117115.13	ENST00000375481.1	16839	11240	PADI2	peptidyl arginine deiminase 2
chr1	17125923	17126233	311	*	Distal Intergenic	1	17066761	17119451	52691	2	ENSG00000117115.13	ENST00000375486.9	-6472	11240	PADI2	peptidyl arginine deiminase 2
chr1	17193958	17194210	253	*	Exon (ENST00000412427.1/ENSG00000204362.6, exon 3 of 3)	1	17189789	17196387	6599	1	ENSG00000204362.6	ENST00000634972.1	4169	400743	LINC02783	long intergenic non-protein coding RNA 2783
chr1	17195390	17195604	215	*	Exon (ENST00000412427.1/ENSG00000204362.6, exon 3 of 3)	1	17189789	17196387	6599	1	ENSG00000204362.6	ENST00000634972.1	5601	400743	LINC02783	long intergenic non-protein coding RNA 2783
chr1	17209634	17209846	213	*	Intron (ENST00000375471.5/ENSG00000142623.11, intron 1 of 15)	1	17205128	17246007	40880	1	ENSG00000142623.11	ENST00000375471.5	4506	29943	PADI1	peptidyl arginine deiminase 1
chr1	17211463	17211673	211	*	Intron (ENST00000375471.5/ENSG00000142623.11, intron 1 of 15)	1	17205128	17246007	40880	1	ENSG00000142623.11	ENST00000375471.5	6335	29943	PADI1	peptidyl arginine deiminase 1
chr1	17224544	17224747	204	*	Promoter (1-2kb)	1	17223487	17226158	2672	1	ENSG00000142623.11	ENST00000483501.1	1057	29943	PADI1	peptidyl arginine deiminase 1
chr1	17531432	17531649	218	*	Distal Intergenic	1	17539698	17697869	158172	1	ENSG00000074964.17	ENST00000361221.8	-8049	55160	ARHGEF10L	Rho guanine nucleotide exchange factor 10 like
chr1	17669376	17669651	276	*	Intron (ENST00000361221.8/ENSG00000074964.17, intron 26 of 28)	1	17694047	17697874	3828	1	ENSG00000074964.17	ENST00000495593.1	-24396	55160	ARHGEF10L	Rho guanine nucleotide exchange factor 10 like
chr1	17734702	17734917	216	*	Intron (ENST00000430540.1/ENSG00000236648.2, intron 3 of 3)	1	17717687	17749978	32292	1	ENSG00000236648.2	ENST00000430540.1	17015	107984028	LINC02810	long intergenic non-protein coding RNA 2810
chr1	17789620	17789839	220	*	Intron (ENST00000375406.2/ENSG00000117148.8, intron 1 of 2)	1	17822982	17827061	4080	1	ENSG00000117148.8	ENST00000617065.1	-33143	81569	ACTL8	actin like 8
chr1	17866723	17866933	211	*	Distal Intergenic	1	17822982	17827061	4080	1	ENSG00000117148.8	ENST00000617065.1	43741	81569	ACTL8	actin like 8
chr1	17925927	17926147	221	*	Distal Intergenic	1	18015712	18045612	29901	1	ENSG00000284653.1	ENST00000641892.1	-89565	NA	NA	NA
chr1	17927009	17927219	211	*	Distal Intergenic	1	18015712	18045612	29901	1	ENSG00000284653.1	ENST00000641892.1	-88493	NA	NA	NA
chr1	17982278	17982492	215	*	Distal Intergenic	1	18015712	18045612	29901	1	ENSG00000284653.1	ENST00000641892.1	-33220	NA	NA	NA
chr1	18003930	18004207	278	*	Distal Intergenic	1	18015712	18045612	29901	1	ENSG00000284653.1	ENST00000641892.1	-11505	NA	NA	NA
chr1	18137806	18138029	224	*	Intron (ENST00000251296.4/ENSG00000117154.12, intron 1 of 9)	1	18109389	18115861	6473	1	ENSG00000280222.1	ENST00000624418.1	28417	NA	NA	NA
chr1	18145950	18146180	231	*	Intron (ENST00000251296.4/ENSG00000117154.12, intron 1 of 9)	1	18166929	18179346	12418	2	ENSG00000230035.2	ENST00000419667.2	33166	NA	NA	NA
chr1	18161815	18162021	207	*	Intron (ENST00000251296.4/ENSG00000117154.12, intron 1 of 9)	1	18166929	18179346	12418	2	ENSG00000230035.2	ENST00000419667.2	17325	NA	NA	NA
chr1	18170558	18170771	214	*	Intron (ENST00000251296.4/ENSG00000117154.12, intron 1 of 9)	1	18166929	18179346	12418	2	ENSG00000230035.2	ENST00000419667.2	8575	NA	NA	NA
chr1	18176012	18176238	227	*	Exon (ENST00000419667.2/ENSG00000230035.2, exon 2 of 4)	1	18166929	18179346	12418	2	ENSG00000230035.2	ENST00000419667.2	3108	NA	NA	NA
chr1	18191139	18191344	206	*	Intron (ENST00000251296.4/ENSG00000117154.12, intron 1 of 9)	1	18166929	18179346	12418	2	ENSG00000230035.2	ENST00000419667.2	-11793	NA	NA	NA
chr1	18244848	18245063	216	*	Intron (ENST00000251296.4/ENSG00000117154.12, intron 2 of 9)	1	18278845	18376367	97523	1	ENSG00000117154.12	ENST00000412684.3	-33782	84966	IGSF21	immunoglobin superfamily member 21
chr1	18307412	18307625	214	*	Intron (ENST00000251296.4/ENSG00000117154.12, intron 3 of 9)	1	18278845	18376367	97523	1	ENSG00000117154.12	ENST00000412684.3	28567	84966	IGSF21	immunoglobin superfamily member 21
chr1	18358671	18358873	203	*	Promoter (2-3kb)	1	18361367	18378483	17117	1	ENSG00000117154.12	ENST00000497331.2	-2494	84966	IGSF21	immunoglobin superfamily member 21
chr1	18388922	18389139	218	*	Distal Intergenic	1	18385829	18388514	2686	1	ENSG00000225387.1	ENST00000420211.1	3093	NA	NA	NA
chr1	18527604	18527807	204	*	Distal Intergenic	1	18513118	18513383	266	1	ENSG00000235282.3	ENST00000596113.1	14486	NA	NA	NA
chr1	18565404	18565621	218	*	Distal Intergenic	1	18595414	18595636	223	1	ENSG00000225478.2	ENST00000450125.2	-29793	NA	NA	NA
chr1	18584476	18584682	207	*	Distal Intergenic	1	18595414	18595636	223	1	ENSG00000225478.2	ENST00000450125.2	-10732	NA	NA	NA
chr1	18619526	18619728	203	*	Distal Intergenic	1	18630846	18748866	118021	1	ENSG00000009709.12	ENST00000420770.7	-11118	5081	PAX7	paired box 7
chr1	18814972	18815195	224	*	Distal Intergenic	1	18839599	18859682	20084	2	ENSG00000179002.5	ENST00000375371.3	44487	80834	TAS1R2	taste 1 receptor member 2
chr1	18951906	18952116	211	*	Intron (ENST00000455833.7/ENSG00000169991.11, intron 1 of 8)	1	18908340	18955698	47359	2	ENSG00000169991.11	ENST00000416166.1	3582	126917	IFFO2	intermediate filament family orphan 2
chr1	19067532	19067760	229	*	Distal Intergenic	1	19072110	19075511	3402	2	ENSG00000272084.1	ENST00000606379.1	7751	NA	NA	NA
chr1	19326002	19326225	224	*	Promoter (1-2kb)	1	19324754	19328081	3328	1	ENSG00000040487.13	ENST00000432465.1	1248	54896	SLC66A1	solute carrier family 66 member 1
chr1	19689440	19689657	218	*	Intron (ENST00000375127.5/ENSG00000162542.14, intron 14 of 15)	1	19694492	19701210	6719	2	ENSG00000162542.14	ENST00000494342.1	11553	255104	TMCO4	transmembrane and coiled-coil domains 4
chr1	19755348	19755555	208	*	Intron (ENST00000375127.5/ENSG00000162542.14, intron 6 of 15)	1	19750081	19771427	21347	2	ENSG00000162542.14	ENST00000462171.1	15872	255104	TMCO4	transmembrane and coiled-coil domains 4
chr1	19770913	19771126	214	*	Promoter (<=1kb)	1	19750081	19771427	21347	2	ENSG00000162542.14	ENST00000462171.1	301	255104	TMCO4	transmembrane and coiled-coil domains 4
chr1	19799085	19799314	230	*	Promoter (<=1kb)	1	19682240	19799344	117105	2	ENSG00000162542.14	ENST00000375127.5	30	255104	TMCO4	transmembrane and coiled-coil domains 4
chr1	20124400	20124611	212	*	Distal Intergenic	1	20112657	20119566	6910	2	ENSG00000117215.15	ENST00000617227.1	-4834	26279	PLA2G2D	phospholipase A2 group IID
chr1	20169963	20170177	215	*	Intron (ENST00000429261.2/ENSG00000187980.7, intron 3 of 3)	1	20163092	20175169	12078	2	ENSG00000187980.7	ENST00000495760.2	4992	391013	PLA2G2C	phospholipase A2 group IIC
chr1	20382070	20382273	204	*	Intron (ENST00000426428.5/ENSG00000236963.7, intron 6 of 11)	1	20412304	20413253	950	2	ENSG00000226487.1	ENST00000421114.1	30980	NA	NA	NA
chr1	20400859	20401062	204	*	Exon (ENST00000426428.5/ENSG00000236963.7, exon 4 of 12)	1	20412304	20413253	950	2	ENSG00000226487.1	ENST00000421114.1	12191	NA	NA	NA
chr1	20402698	20402910	213	*	Exon (ENST00000635564.2/ENSG00000236963.7, exon 4 of 8)	1	20412304	20413253	950	2	ENSG00000226487.1	ENST00000421114.1	10343	NA	NA	NA
chr1	20403194	20403404	211	*	Intron (ENST00000426428.5/ENSG00000236963.7, intron 3 of 11)	1	20412304	20413253	950	2	ENSG00000226487.1	ENST00000421114.1	9849	NA	NA	NA
chr1	20494762	20494985	224	*	Distal Intergenic	1	20482391	20486210	3820	2	ENSG00000162545.6	ENST00000375078.4	-8552	55450	CAMK2N1	calcium/calmodulin dependent protein kinase II inhibitor 1
chr1	21313635	21313865	231	*	Intron (ENST00000415912.6/ENSG00000117298.16, intron 1 of 18)	1	21272746	21298999	26254	2	ENSG00000117298.16	ENST00000481130.6	-14636	1889	ECE1	endothelin converting enzyme 1
chr1	21314032	21314277	246	*	Intron (ENST00000415912.6/ENSG00000117298.16, intron 1 of 18)	1	21272746	21298999	26254	2	ENSG00000117298.16	ENST00000481130.6	-15033	1889	ECE1	endothelin converting enzyme 1
chr1	21564622	21564841	220	*	Intron (ENST00000374840.8/ENSG00000162551.14, intron 6 of 11)	1	21570303	21577731	7429	1	ENSG00000162551.14	ENST00000374830.2	-5462	249	ALPL	alkaline phosphatase, biomineralization associated
chr1	21596676	21596933	258	*	3' UTR	1	21586472	21591187	4716	1	ENSG00000233431.1	ENST00000457706.1	10204	NA	NA	NA
chr1	21641626	21641852	227	*	Intron (ENST00000290101.8/ENSG00000076864.20, intron 2 of 26)	1	21596221	21651820	55600	2	ENSG00000076864.20	ENST00000471600.6	9968	5909	RAP1GAP	RAP1 GTPase activating protein
chr1	21814188	21814413	226	*	Promoter (1-2kb)	1	21812363	21823963	11601	1	ENSG00000187942.12	ENST00000543870.1	1825	401944	LDLRAD2	low density lipoprotein receptor class A domain containing 2
chr1	21902421	21902635	215	*	Intron (ENST00000374695.8/ENSG00000142798.20, intron 1 of 96)	1	21908098	21908580	483	1	ENSG00000232037.3	ENST00000423231.1	-5463	440575	RPL21P29	ribosomal protein L21 pseudogene 29
chr1	21910989	21911191	203	*	Promoter (2-3kb)	1	21908098	21908580	483	1	ENSG00000232037.3	ENST00000423231.1	2891	440575	RPL21P29	ribosomal protein L21 pseudogene 29
chr1	21912108	21912333	226	*	Intron (ENST00000374695.8/ENSG00000142798.20, intron 1 of 96)	1	21908098	21908580	483	1	ENSG00000232037.3	ENST00000423231.1	4010	440575	RPL21P29	ribosomal protein L21 pseudogene 29
chr1	21936415	21936625	211	*	Promoter (<=1kb)	1	21822244	21937310	115067	2	ENSG00000142798.20	ENST00000374695.8	685	3339	HSPG2	heparan sulfate proteoglycan 2
chr1	22206600	22206815	216	*	Distal Intergenic	1	22266239	22266300	62	1	ENSG00000266564.1	ENST00000581169.1	-59424	100616433	MIR4418	microRNA 4418
chr1	22228237	22228451	215	*	Distal Intergenic	1	22266239	22266300	62	1	ENSG00000266564.1	ENST00000581169.1	-37788	100616433	MIR4418	microRNA 4418
chr1	22291141	22291348	208	*	Distal Intergenic	1	22266239	22266300	62	1	ENSG00000266564.1	ENST00000581169.1	24902	100616433	MIR4418	microRNA 4418
chr1	22312950	22313160	211	*	Distal Intergenic	1	22322840	22323331	492	2	ENSG00000234397.3	ENST00000487348.1	10171	NA	NA	NA
chr1	22399384	22399616	233	*	Distal Intergenic	1	22428838	22511763	82926	1	ENSG00000184677.18	ENST00000650433.1	-29222	9923	ZBTB40	zinc finger and BTB domain containing 40
chr1	22555356	22555558	203	*	Distal Intergenic	1	22563489	22603595	40107	1	ENSG00000070886.12	ENST00000166244.8	-7931	2046	EPHA8	EPH receptor A8
chr1	22620898	22621140	243	*	Distal Intergenic	1	22633258	22633366	109	2	ENSG00000276835.2	ENST00000614019.2	12226	102466615	MIR6127	microRNA 6127
chr1	22628752	22628972	221	*	Distal Intergenic	1	22633258	22633366	109	2	ENSG00000276835.2	ENST00000614019.2	4394	102466615	MIR6127	microRNA 6127
chr1	22638056	22638266	211	*	Promoter (<=1kb)	1	22637580	22639608	2029	1	ENSG00000173372.17	ENST00000402322.1	476	712	C1QA	complement C1q A chain
