seqnames	start	end	width	strand	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENTREZID	SYMBOL	GENENAME
chr1	9129635	9130019	385	*	Promoter (<=1kb)	1	9100305	9129102	28798	2	ENSG00000180758.12	ENST00000377411.5	-533	80045	GPR157	G protein-coupled receptor 157
chr1	9289667	9289875	209	*	Distal Intergenic	1	9292894	9369532	76639	1	ENSG00000171621.14	ENST00000328089.11	-3019	80176	SPSB1	splA/ryanodine receptor domain and SOCS box containing 1
chr1	9294892	9295099	208	*	Promoter (<=1kb)	1	9294528	9356497	61970	1	ENSG00000171621.14	ENST00000450402.1	364	80176	SPSB1	splA/ryanodine receptor domain and SOCS box containing 1
chr1	9425136	9425344	209	*	Promoter (2-3kb)	1	9421098	9422862	1765	2	ENSG00000284652.1	ENST00000641006.1	-2274	NA	NA	NA
chr1	9425799	9426025	227	*	Promoter (2-3kb)	1	9426975	9428916	1942	2	ENSG00000284693.1	ENST00000641507.1	2891	100506022	LINC02606	long intergenic non-protein coding RNA 2606
chr1	9629511	9629735	225	*	Distal Intergenic	1	9607728	9613247	5520	1	ENSG00000188807.13	ENST00000508400.1	21783	199953	TMEM201	transmembrane protein 201
chr1	9643646	9643875	230	*	Distal Intergenic	1	9651731	9729114	77384	1	ENSG00000171608.16	ENST00000377346.9	-7856	5293	PIK3CD	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta
chr1	9668188	9668396	209	*	Intron (ENST00000377346.9/ENSG00000171608.16, intron 1 of 23)	1	9660828	9662626	1799	2	ENSG00000233268.3	ENST00000426570.3	-5562	NA	NA	NA
chr1	9767944	9768152	209	*	Intron (ENST00000377298.9/ENSG00000171603.18, intron 2 of 18)	1	9780822	9781240	419	1	ENSG00000271264.1	ENST00000603781.1	-12670	NA	NA	NA
chr1	9834212	9834418	207	*	Distal Intergenic	1	9826289	9828271	1983	2	ENSG00000280113.2	ENST00000639753.1	-5941	NA	NA	NA
chr1	10193938	10194149	212	*	Distal Intergenic	1	10179016	10179950	935	1	ENSG00000130939.20	ENST00000465408.1	14922	10277	UBE4B	ubiquitination factor E4B
chr1	10470107	10470315	209	*	Promoter (1-2kb)	1	10472288	10536572	64285	1	ENSG00000142655.13	ENST00000472851.1	-1973	5195	PEX14	peroxisomal biogenesis factor 14
chr1	10692543	10692787	245	*	Promoter (1-2kb)	1	10660737	10693912	33176	2	ENSG00000130940.15	ENST00000478728.2	1125	54897	CASZ1	castor zinc finger 1
chr1	10808550	10808757	208	*	Distal Intergenic	1	10647213	10796650	149438	2	ENSG00000130940.15	ENST00000344008.5	-11900	54897	CASZ1	castor zinc finger 1
chr1	10812438	10812641	204	*	Distal Intergenic	1	10647213	10796650	149438	2	ENSG00000130940.15	ENST00000344008.5	-15788	54897	CASZ1	castor zinc finger 1
chr1	10831357	10831584	228	*	Distal Intergenic	1	10647213	10796650	149438	2	ENSG00000130940.15	ENST00000344008.5	-34707	54897	CASZ1	castor zinc finger 1
chr1	10868309	10868514	206	*	Distal Intergenic	1	10895761	10895998	238	1	ENSG00000225158.2	ENST00000450782.2	-27247	106480259	HSPE1P24	heat shock protein family E (Hsp10) member 1 pseudogene 24
chr1	10911892	10912098	207	*	Distal Intergenic	1	10895761	10895998	238	1	ENSG00000225158.2	ENST00000450782.2	16131	106480259	HSPE1P24	heat shock protein family E (Hsp10) member 1 pseudogene 24
chr1	11227467	11227668	202	*	Promoter (1-2kb)	1	11226254	11226360	107	1	ENSG00000207451.1	ENST00000384720.1	1213	106479696	RNU6-291P	RNA, U6 small nuclear 291, pseudogene
chr1	11326147	11326405	259	*	Distal Intergenic	1	11311734	11319093	7360	2	ENSG00000284646.1	ENST00000641979.1	-7054	NA	NA	NA
chr1	11335797	11336007	211	*	Distal Intergenic	1	11311734	11319093	7360	2	ENSG00000284646.1	ENST00000641979.1	-16704	NA	NA	NA
chr1	11407245	11407460	216	*	Distal Intergenic	1	11425257	11425821	565	2	ENSG00000224338.2	ENST00000435243.2	18361	109729120	MTCYBP45	MT-CYB pseudogene 45
chr1	11427719	11427929	211	*	Promoter (1-2kb)	1	11425257	11425821	565	2	ENSG00000224338.2	ENST00000435243.2	-1898	109729120	MTCYBP45	MT-CYB pseudogene 45
chr1	11450426	11450628	203	*	Distal Intergenic	1	11425257	11425821	565	2	ENSG00000224338.2	ENST00000435243.2	-24605	109729120	MTCYBP45	MT-CYB pseudogene 45
chr1	11483358	11483561	204	*	Intron (ENST00000294484.7/ENSG00000204624.8, intron 1 of 20)	1	11479166	11481960	2795	1	ENSG00000204624.8	ENST00000423056.2	4192	57540	DISP3	dispatched RND transporter family member 3
chr1	11483783	11484007	225	*	Intron (ENST00000294484.7/ENSG00000204624.8, intron 1 of 20)	1	11479166	11481960	2795	1	ENSG00000204624.8	ENST00000423056.2	4617	57540	DISP3	dispatched RND transporter family member 3
chr1	11494058	11494286	229	*	Intron (ENST00000294484.7/ENSG00000204624.8, intron 1 of 20)	1	11500803	11502016	1214	2	ENSG00000285833.1	ENST00000649975.1	7730	NA	NA	NA
chr1	11523343	11523716	374	*	Intron (ENST00000294484.7/ENSG00000204624.8, intron 10 of 20)	1	11533676	11537225	3550	1	ENSG00000204624.8	ENST00000304391.6	-9960	57540	DISP3	dispatched RND transporter family member 3
chr1	11566106	11566320	215	*	Distal Intergenic	1	11533676	11537225	3550	1	ENSG00000204624.8	ENST00000304391.6	32430	57540	DISP3	dispatched RND transporter family member 3
chr1	11570048	11570259	212	*	Distal Intergenic	1	11533676	11537225	3550	1	ENSG00000204624.8	ENST00000304391.6	36372	57540	DISP3	dispatched RND transporter family member 3
chr1	11575607	11575809	203	*	Distal Intergenic	1	11609468	11613358	3891	1	ENSG00000235643.2	ENST00000453135.2	-33659	101929181	LINC01647	long intergenic non-protein coding RNA 1647
chr1	11599600	11599812	213	*	Distal Intergenic	1	11609468	11613358	3891	1	ENSG00000235643.2	ENST00000453135.2	-9656	101929181	LINC01647	long intergenic non-protein coding RNA 1647
chr1	11640213	11640419	207	*	Intron (ENST00000642131.1/ENSG00000284708.1, intron 1 of 1)	1	11649528	11650713	1186	2	ENSG00000116661.11	ENST00000471501.1	10294	26232	FBXO2	F-box protein 2
chr1	11657256	11657465	210	*	Promoter (1-2kb)	1	11658542	11663324	4783	1	ENSG00000132879.14	ENST00000471895.1	-1077	93611	FBXO44	F-box protein 44
chr1	11678509	11678729	221	*	Promoter (2-3kb)	1	11675656	11681111	5456	2	ENSG00000116670.15	ENST00000445656.5	2382	10459	MAD2L2	mitotic arrest deficient 2 like 2
chr1	11708555	11708760	206	*	Intron (ENST00000294485.6/ENSG00000162490.7, intron 2 of 6)	1	11691710	11725857	34148	1	ENSG00000162490.7	ENST00000294485.6	16845	374946	DRAXIN	dorsal inhibitory axon guidance protein
chr1	11765110	11765313	204	*	Promoter (1-2kb)	1	11766742	11778310	11569	1	ENSG00000215910.7	ENST00000484153.1	-1429	284498	C1orf167	chromosome 1 open reading frame 167
chr1	11768412	11768624	213	*	Promoter (1-2kb)	1	11766742	11778310	11569	1	ENSG00000215910.7	ENST00000484153.1	1670	284498	C1orf167	chromosome 1 open reading frame 167
chr1	11888443	11888644	202	*	Distal Intergenic	1	11877770	11880406	2637	1	ENSG00000224904.1	ENST00000438808.1	10673	390997	SBF1P2	SBF1 pseudogene 2
chr1	11958764	11958973	210	*	Intron (ENST00000196061.5/ENSG00000083444.17, intron 9 of 18)	1	11954301	11958593	4293	1	ENSG00000083444.17	ENST00000465920.1	4463	5351	PLOD1	procollagen-lysine,2-oxoglutarate 5-dioxygenase 1
chr1	11960779	11960983	205	*	Intron (ENST00000196061.5/ENSG00000083444.17, intron 10 of 18)	1	11964688	11975538	10851	1	ENSG00000083444.17	ENST00000491536.5	-3705	5351	PLOD1	procollagen-lysine,2-oxoglutarate 5-dioxygenase 1
chr1	12020119	12020323	205	*	Promoter (<=1kb)	1	12019498	12032045	12548	1	ENSG00000116691.11	ENST00000235332.6	621	60672	MIIP	migration and invasion inhibitory protein
chr1	12046358	12046576	219	*	Distal Intergenic	1	12036740	12037014	275	2	ENSG00000243539.3	ENST00000496974.3	-9344	106481100	RN7SL649P	RNA, 7SL, cytoplasmic 649, pseudogene
chr1	12051470	12051675	206	*	Distal Intergenic	1	12063303	12144207	80905	1	ENSG00000120949.15	ENST00000263932.7	-11628	943	TNFRSF8	TNF receptor superfamily member 8
chr1	12056997	12057208	212	*	Distal Intergenic	1	12063303	12144207	80905	1	ENSG00000120949.15	ENST00000263932.7	-6095	943	TNFRSF8	TNF receptor superfamily member 8
chr1	12058434	12058650	217	*	Distal Intergenic	1	12063303	12144207	80905	1	ENSG00000120949.15	ENST00000263932.7	-4653	943	TNFRSF8	TNF receptor superfamily member 8
chr1	12080878	12081105	228	*	Promoter (<=1kb)	1	12080293	12080547	255	2	ENSG00000227875.2	ENST00000439324.2	-331	106480336	RPL23AP89	ribosomal protein L23a pseudogene 89
chr1	12150895	12151124	230	*	Distal Intergenic	1	12166943	12167038	96	1	ENSG00000283789.1	ENST00000622420.1	-15819	102465836	MIR7846	microRNA 7846
chr1	12161438	12161653	216	*	Distal Intergenic	1	12166943	12167038	96	1	ENSG00000283789.1	ENST00000622420.1	-5290	102465836	MIR7846	microRNA 7846
chr1	12173056	12173271	216	*	Intron (ENST00000376259.7/ENSG00000028137.19, intron 1 of 9)	1	12167003	12209228	42226	1	ENSG00000028137.19	ENST00000492361.1	6053	7133	TNFRSF1B	TNF receptor superfamily member 1B
chr1	12186438	12186651	214	*	Intron (ENST00000376259.7/ENSG00000028137.19, intron 1 of 9)	1	12191713	12191773	61	1	ENSG00000263676.1	ENST00000584158.1	-5062	100616438	MIR4632	microRNA 4632
chr1	12198243	12198453	211	*	Intron (ENST00000376259.7/ENSG00000028137.19, intron 8 of 9)	1	12191838	12193008	1171	1	ENSG00000028137.19	ENST00000489921.1	6405	7133	TNFRSF1B	TNF receptor superfamily member 1B
chr1	12199355	12199571	217	*	Intron (ENST00000376259.7/ENSG00000028137.19, intron 8 of 9)	1	12191838	12193008	1171	1	ENSG00000028137.19	ENST00000489921.1	7517	7133	TNFRSF1B	TNF receptor superfamily member 1B
chr1	12201416	12201619	204	*	Intron (ENST00000376259.7/ENSG00000028137.19, intron 8 of 9)	1	12191838	12193008	1171	1	ENSG00000028137.19	ENST00000489921.1	9578	7133	TNFRSF1B	TNF receptor superfamily member 1B
chr1	12376094	12376295	202	*	Intron (ENST00000620676.6/ENSG00000048707.15, intron 55 of 69)	1	12382996	12509030	126035	1	ENSG00000048707.15	ENST00000645371.1	-6701	55187	VPS13D	vacuolar protein sorting 13 homolog D
chr1	12586594	12586817	224	*	Intron (ENST00000616661.5/ENSG00000162496.9, intron 1 of 5)	1	12578957	12579023	67	2	ENSG00000276830.1	ENST00000622213.1	-7571	102466722	MIR6730	microRNA 6730
chr1	12662671	12662883	213	*	Intron (ENST00000376221.2/ENSG00000204518.3, intron 3 of 3)	1	12644085	12667076	22992	1	ENSG00000204518.3	ENST00000376221.2	18586	343066	AADACL4	arylacetamide deacetylase like 4
chr1	12854163	12854371	209	*	Promoter (2-3kb)	1	12857086	12861909	4824	1	ENSG00000120952.4	ENST00000240189.2	-2715	65122	PRAMEF2	PRAME family member 2
chr1	13121932	13122151	220	*	Distal Intergenic	1	13115488	13116854	1367	2	ENSG00000275774.3	ENST00000621994.3	-5078	440563	HNRNPCL2	heterogeneous nuclear ribonucleoprotein C like 2
chr1	13443974	13444179	206	*	Distal Intergenic	1	13416351	13421328	4978	1	ENSG00000204478.10	ENST00000602960.1	27623	645425	PRAMEF20	PRAME family member 20
chr1	13713341	13713554	214	*	Intron (ENST00000484063.6/ENSG00000116731.22, intron 1 of 5)	1	13704855	13825079	120225	1	ENSG00000116731.22	ENST00000235372.11	8486	7799	PRDM2	PR/SET domain 2
chr1	13801480	13801694	215	*	Intron (ENST00000376048.9/ENSG00000116731.22, intron 6 of 7)	1	13771726	13778463	6738	1	ENSG00000116731.22	ENST00000487453.1	29754	7799	PRDM2	PR/SET domain 2
chr1	13829695	13829898	204	*	Distal Intergenic	1	13771726	13778463	6738	1	ENSG00000116731.22	ENST00000487453.1	57969	7799	PRDM2	PR/SET domain 2
chr1	13900643	13900849	207	*	Intron (ENST00000636564.1/ENSG00000189337.17, intron 1 of 2)	1	13892792	15118043	1225252	1	ENSG00000189337.17	ENST00000636203.1	7851	23254	KAZN	kazrin, periplakin interacting protein
chr1	13952755	13952965	211	*	Intron (ENST00000636564.1/ENSG00000189337.17, intron 1 of 2)	1	13892792	15118043	1225252	1	ENSG00000189337.17	ENST00000636203.1	59963	23254	KAZN	kazrin, periplakin interacting protein
chr1	14126567	14126772	206	*	Promoter (2-3kb)	1	14124233	14124335	103	2	ENSG00000252151.1	ENST00000516342.1	-2232	106481579	RNU6-1265P	RNA, U6 small nuclear 1265, pseudogene
chr1	14308560	14308770	211	*	Intron (ENST00000636203.1/ENSG00000189337.17, intron 2 of 16)	1	14221891	14304445	82555	2	ENSG00000231606.2	ENST00000449215.2	-4115	NA	NA	NA
chr1	14649259	14649466	208	*	Intron (ENST00000636203.1/ENSG00000189337.17, intron 3 of 16)	1	14692129	14692613	485	2	ENSG00000235829.1	ENST00000416175.1	43147	NA	NA	NA
chr1	14738715	14738938	224	*	Intron (ENST00000636203.1/ENSG00000189337.17, intron 3 of 16)	1	14774469	14777727	3259	2	ENSG00000287756.1	ENST00000666715.1	38789	NA	NA	NA
chr1	14870183	14870407	225	*	Intron (ENST00000636203.1/ENSG00000189337.17, intron 3 of 16)	1	14924130	15068152	144023	1	ENSG00000189337.17	ENST00000361144.9	-53723	23254	KAZN	kazrin, periplakin interacting protein
chr1	14915873	14916081	209	*	Intron (ENST00000636203.1/ENSG00000189337.17, intron 3 of 16)	1	14924130	15068152	144023	1	ENSG00000189337.17	ENST00000361144.9	-8049	23254	KAZN	kazrin, periplakin interacting protein
chr1	14954960	14955239	280	*	Intron (ENST00000636203.1/ENSG00000189337.17, intron 3 of 16)	1	14945919	15065797	119879	1	ENSG00000189337.17	ENST00000400797.3	9041	23254	KAZN	kazrin, periplakin interacting protein
chr1	14997779	14998001	223	*	Intron (ENST00000636203.1/ENSG00000189337.17, intron 4 of 16)	1	14945919	15065797	119879	1	ENSG00000189337.17	ENST00000400797.3	51860	23254	KAZN	kazrin, periplakin interacting protein
chr1	15073998	15074204	207	*	Intron (ENST00000636203.1/ENSG00000189337.17, intron 10 of 16)	1	15111869	15152458	40590	2	ENSG00000175147.13	ENST00000404665.4	78254	200197	TMEM51-AS1	TMEM51 antisense RNA 1
chr1	15107415	15107651	237	*	Intron (ENST00000636203.1/ENSG00000189337.17, intron 15 of 16)	1	15111869	15152458	40590	2	ENSG00000175147.13	ENST00000404665.4	44807	200197	TMEM51-AS1	TMEM51 antisense RNA 1
chr1	15113862	15114078	217	*	Exon (ENST00000310916.6/ENSG00000175147.13, exon 6 of 6)	1	15111869	15152458	40590	2	ENSG00000175147.13	ENST00000404665.4	38380	200197	TMEM51-AS1	TMEM51 antisense RNA 1
chr1	15115637	15115844	208	*	3' UTR	1	15111869	15152458	40590	2	ENSG00000175147.13	ENST00000404665.4	36614	200197	TMEM51-AS1	TMEM51 antisense RNA 1
chr1	15184769	15185010	242	*	Intron (ENST00000428417.5/ENSG00000171729.14, intron 1 of 2)	1	15191828	15192845	1018	2	ENSG00000215720.4	ENST00000400795.3	7835	NA	NA	NA
chr1	15211491	15211697	207	*	Intron (ENST00000428417.5/ENSG00000171729.14, intron 1 of 2)	1	15226373	15227549	1177	1	ENSG00000278480.1	ENST00000612442.1	-14676	NA	NA	NA
chr1	15243840	15244047	208	*	Intron (ENST00000683790.1/ENSG00000142621.20, intron 1 of 33)	1	15247272	15398126	150855	1	ENSG00000142621.20	ENST00000358897.8	-3225	114827	FHAD1	forkhead associated phosphopeptide binding domain 1
chr1	15262055	15262268	214	*	Intron (ENST00000683790.1/ENSG00000142621.20, intron 2 of 33)	1	15251785	15397529	145745	1	ENSG00000142621.20	ENST00000375998.8	10270	114827	FHAD1	forkhead associated phosphopeptide binding domain 1
chr1	15272065	15272274	210	*	Intron (ENST00000683790.1/ENSG00000142621.20, intron 2 of 33)	1	15287045	15289641	2597	1	ENSG00000142621.20	ENST00000462113.1	-14771	114827	FHAD1	forkhead associated phosphopeptide binding domain 1
chr1	15297002	15297231	230	*	Intron (ENST00000683790.1/ENSG00000142621.20, intron 5 of 33)	1	15305761	15330059	24299	1	ENSG00000142621.20	ENST00000375996.6	-8530	114827	FHAD1	forkhead associated phosphopeptide binding domain 1
chr1	15301956	15302164	209	*	Intron (ENST00000683790.1/ENSG00000142621.20, intron 6 of 33)	1	15305761	15330059	24299	1	ENSG00000142621.20	ENST00000375996.6	-3597	114827	FHAD1	forkhead associated phosphopeptide binding domain 1
chr1	15423472	15423696	225	*	Intron (ENST00000375980.9/ENSG00000142634.13, intron 1 of 3)	1	15410265	15429081	18817	1	ENSG00000142634.13	ENST00000445566.1	13207	79180	EFHD2	EF-hand domain family member D2
chr1	15748785	15748987	203	*	Promoter (<=1kb)	1	15740051	15749896	9846	2	ENSG00000224459.1	ENST00000418525.1	909	110806303	SLC25A34-AS1	SLC25A34 and TMEM82 antisense RNA 1
chr1	15975055	15975284	230	*	Promoter (<=1kb)	1	15941871	15976079	34209	2	ENSG00000116809.12	ENST00000537142.5	795	7709	ZBTB17	zinc finger and BTB domain containing 17
chr1	16012660	16012875	216	*	Downstream (1-2kb)	1	16015374	16017825	2452	2	ENSG00000173641.18	ENST00000463576.5	4950	27129	HSPB7	heat shock protein family B (small) member 7
chr1	16013460	16013739	280	*	Downstream (<1kb)	1	16015374	16017825	2452	2	ENSG00000173641.18	ENST00000463576.5	4086	27129	HSPB7	heat shock protein family B (small) member 7
chr1	16066395	16066620	226	*	Intron (ENST00000375662.5/ENSG00000185519.9, intron 1 of 6)	1	16058279	16073632	15354	2	ENSG00000185519.9	ENST00000494078.1	7012	348487	FAM131C	family with sequence similarity 131 member C
chr1	16075506	16075726	221	*	Promoter (1-2kb)	1	16057769	16073651	15883	2	ENSG00000185519.9	ENST00000375662.5	-1855	348487	FAM131C	family with sequence similarity 131 member C
chr1	16076416	16076625	210	*	Promoter (2-3kb)	1	16057769	16073651	15883	2	ENSG00000185519.9	ENST00000375662.5	-2765	348487	FAM131C	family with sequence similarity 131 member C
chr1	16123660	16123866	207	*	Downstream (<1kb)	1	16133013	16133562	550	2	ENSG00000142627.13	ENST00000462805.1	9696	1969	EPHA2	EPH receptor A2
chr1	16125582	16125783	202	*	Intron (ENST00000358432.8/ENSG00000142627.13, intron 16 of 16)	1	16133013	16133562	550	2	ENSG00000142627.13	ENST00000462805.1	7779	1969	EPHA2	EPH receptor A2
chr1	16137068	16137278	211	*	Intron (ENST00000358432.8/ENSG00000142627.13, intron 5 of 16)	1	16133013	16133562	550	2	ENSG00000142627.13	ENST00000462805.1	-3506	1969	EPHA2	EPH receptor A2
chr1	16147641	16147852	212	*	Promoter (1-2kb)	1	16134560	16146450	11891	2	ENSG00000142627.13	ENST00000480202.1	-1191	1969	EPHA2	EPH receptor A2
chr1	16182687	16182923	237	*	Distal Intergenic	1	16197854	16198357	504	1	ENSG00000234166.1	ENST00000457809.1	-14931	NA	NA	NA
chr1	16184005	16184319	315	*	Distal Intergenic	1	16197854	16198357	504	1	ENSG00000234166.1	ENST00000457809.1	-13535	NA	NA	NA
chr1	16186781	16186990	210	*	Distal Intergenic	1	16197854	16198357	504	1	ENSG00000234166.1	ENST00000457809.1	-10864	NA	NA	NA
chr1	16489311	16489515	205	*	Promoter (1-2kb)	1	16468922	16491082	22161	2	ENSG00000080947.15	ENST00000591348.5	1567	114819	CROCCP3	CROCC pseudogene 3
chr1	16709802	16710017	216	*	Promoter (<=1kb)	1	16706924	16710619	3696	2	ENSG00000268869.6	ENST00000492551.2	602	NA	NA	NA
chr1	16715900	16716126	227	*	Intron (ENST00000270691.9/ENSG00000268869.6, intron 1 of 10)	1	16692280	16720157	27878	2	ENSG00000268869.6	ENST00000270691.9	4031	NA	NA	NA
chr1	16912209	16912429	221	*	Intron (ENST00000466256.6/ENSG00000058453.17, intron 1 of 8)	1	16904339	16904776	438	2	ENSG00000272426.1	ENST00000606899.1	-7433	NA	NA	NA
chr1	16931587	16931791	205	*	Promoter (1-2kb)	1	16930135	16946405	16271	1	ENSG00000058453.17	ENST00000492631.5	1452	9696	CROCC	ciliary rootlet coiled-coil, rootletin
chr1	17008298	17008510	213	*	Promoter (2-3kb)	1	17002320	17005765	3446	2	ENSG00000159363.19	ENST00000509619.1	-2533	23400	ATP13A2	ATPase cation transporting 13A2
chr1	17010561	17010770	210	*	Promoter (<=1kb)	1	17005068	17011757	6690	2	ENSG00000288636.1	ENST00000617114.5	987	NA	NA	NA
chr1	17069832	17070039	208	*	Intron (ENST00000375486.9/ENSG00000117115.13, intron 15 of 15)	1	17067600	17075351	7752	2	ENSG00000117115.13	ENST00000479534.5	5312	11240	PADI2	peptidyl arginine deiminase 2
chr1	17096685	17096886	202	*	Intron (ENST00000375486.9/ENSG00000117115.13, intron 3 of 15)	1	17067786	17083426	15641	2	ENSG00000117115.13	ENST00000466151.1	-13259	11240	PADI2	peptidyl arginine deiminase 2
chr1	17195377	17195595	219	*	Exon (ENST00000412427.1/ENSG00000204362.6, exon 3 of 3)	1	17189789	17196387	6599	1	ENSG00000204362.6	ENST00000634972.1	5588	400743	LINC02783	long intergenic non-protein coding RNA 2783
